precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_NICOLL,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_O'MALLEY,gen_dem_SANDERS,gen_rep_BUSH,gen_rep_CARSON,gen_rep_CHRISTIE,gen_rep_CRUZ,gen_rep_FIORINA,gen_rep_GILMORE,gen_rep_GRAHAM,gen_rep_HUCKABEE,gen_rep_KASICH,gen_rep_NICOLL,gen_rep_PATAKI,gen_rep_PAUL,gen_rep_RUBIO,gen_rep_SANTORUM,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
LAWRENCE11-1 Summertown,47,2,51,2,31,1,95,0,0,0,1,6,0,0,1,32,0,122,47,2,51,2,31,1,95,0,0,0,1,6,0,0,1,32,0,122,291,100,391
LAWRENCE12-1 Center,13,0,1,1,7,0,28,0,0,0,0,5,0,0,1,17,0,72,13,0,1,1,7,0,28,0,0,0,0,5,0,0,1,17,0,72,131,14,145
LAWRENCE12-2 Henryville,33,0,24,0,16,0,55,0,0,0,0,1,0,0,0,13,0,95,33,0,24,0,16,0,55,0,0,0,0,1,0,0,0,13,0,95,180,57,237
LAWRENCE13-1 West End,42,4,48,1,25,1,100,0,0,0,1,8,0,0,3,41,0,195,42,4,48,1,25,1,100,0,0,0,1,8,0,0,3,41,0,195,375,94,469
LAWRENCE14-1 Crawfish Valley,80,2,36,4,23,1,53,0,0,0,3,5,0,0,0,26,0,117,80,2,36,4,23,1,53,0,0,0,3,5,0,0,0,26,0,117,232,118,350
LAWRENCE15-1 David Crockett,68,5,46,1,24,1,108,0,0,1,3,6,0,0,0,49,0,204,68,5,46,1,24,1,108,0,0,1,3,6,0,0,0,49,0,204,397,119,516
LAWRENCE16-1 Rotary Park,43,0,44,4,15,1,42,0,0,0,1,3,0,0,0,25,0,76,43,0,44,4,15,1,42,0,0,0,1,3,0,0,0,25,0,76,167,87,254
LAWRENCE17-1 Sowell,83,2,41,3,14,1,60,0,0,0,2,15,0,1,2,29,0,155,83,2,41,3,14,1,60,0,0,0,2,15,0,1,2,29,0,155,282,126,408
LAWRENCE18-1 E. O. Coffman,72,1,36,3,19,2,83,0,0,0,2,12,0,0,0,48,2,133,72,1,36,3,19,2,83,0,0,0,2,12,0,0,0,48,2,133,304,109,413
LEWIS1-Apr,27,0,13,0,12,0,65,1,0,0,0,6,0,0,0,22,0,114,27,0,13,0,12,0,65,1,0,0,0,6,0,0,0,22,0,114,220,40,260
LEWIS1-Aug,16,1,13,1,13,3,35,0,0,0,0,3,0,0,1,15,0,72,16,1,13,1,13,3,35,0,0,0,0,3,0,0,1,15,0,72,143,30,173
LEWIS1-Feb,9,0,15,2,11,0,48,0,0,0,0,6,0,0,0,22,0,90,9,0,15,2,11,0,48,0,0,0,0,6,0,0,0,22,0,90,179,24,203
LEWIS1-Jan,33,1,107,1,14,1,48,0,0,0,0,3,0,0,1,17,0,84,33,1,107,1,14,1,48,0,0,0,0,3,0,0,1,17,0,84,169,141,310
LEWIS1-Jul,21,1,12,1,18,0,55,0,0,0,0,2,0,0,2,22,0,84,21,1,12,1,18,0,55,0,0,0,0,2,0,0,2,22,0,84,184,34,218
LEWIS1-Jun,40,0,16,3,8,0,40,2,0,0,0,1,0,0,1,23,0,88,40,0,16,3,8,0,40,2,0,0,0,1,0,0,1,23,0,88,166,56,222
LEWIS1-Mar,29,0,18,2,19,0,56,0,0,0,1,1,0,0,0,19,0,102,29,0,18,2,19,0,56,0,0,0,1,1,0,0,0,19,0,102,200,47,247
LEWIS1-May,17,0,22,2,17,0,54,0,0,0,0,3,0,0,0,25,0,114,17,0,22,2,17,0,54,0,0,0,0,3,0,0,0,25,0,114,215,39,254
LEWIS1-Sep,40,2,12,0,13,0,28,0,0,1,1,2,0,0,0,11,0,61,40,2,12,0,13,0,28,0,0,1,1,2,0,0,0,11,0,61,117,54,171
LINCOLN1-1 Blanche,21,0,15,3,48,0,103,1,0,0,1,4,0,0,1,59,1,186,21,0,15,3,48,0,103,1,0,0,1,4,0,0,1,59,1,186,407,36,443
LINCOLN1-2 Molino,24,0,26,1,14,0,49,0,0,0,0,4,0,0,1,30,0,110,24,0,26,1,14,0,49,0,0,0,0,4,0,0,1,30,0,110,209,50,259
LINCOLN1-3 Taft,19,0,10,0,18,1,52,0,0,0,1,15,0,0,1,37,0,94,19,0,10,0,18,1,52,0,0,0,1,15,0,0,1,37,0,94,219,29,248
LINCOLN2-1 Boonshill,41,0,20,3,34,0,63,1,0,0,0,4,0,0,0,49,0,141,41,0,20,3,34,0,63,1,0,0,0,4,0,0,0,49,0,141,295,61,356
LINCOLN2-2 Howell,30,0,15,1,13,0,53,0,1,0,0,5,0,0,0,37,0,77,30,0,15,1,13,0,53,0,1,0,0,5,0,0,0,37,0,77,187,45,232
LINCOLN2-3 Petersburg,12,0,15,2,7,0,53,0,0,0,0,6,0,0,0,27,1,120,12,0,15,2,7,0,53,0,0,0,0,6,0,0,0,27,1,120,216,27,243
LINCOLN3-1 Recreation Center,64,1,30,10,15,1,61,1,0,0,0,5,0,0,0,43,1,142,64,1,30,10,15,1,61,1,0,0,0,5,0,0,0,43,1,142,279,95,374
LINCOLN3-2 Liberty,41,0,22,1,37,0,81,0,0,0,0,21,0,0,1,50,0,179,41,0,22,1,37,0,81,0,0,0,0,21,0,0,1,50,0,179,370,63,433
LINCOLN4-1 Maranatha,45,2,18,4,33,0,105,0,0,0,0,11,0,0,1,39,0,188,45,2,18,4,33,0,105,0,0,0,0,11,0,0,1,39,0,188,381,65,446
LINCOLN4-2 FNB,38,0,13,0,42,0,76,0,0,0,1,12,0,0,0,47,0,168,38,0,13,0,42,0,76,0,0,0,1,12,0,0,0,47,0,168,346,51,397
LINCOLN5-1 Calvary,26,0,25,3,27,1,71,0,0,0,0,8,0,0,0,44,0,149,26,0,25,3,27,1,71,0,0,0,0,8,0,0,0,44,0,149,303,51,354
LINCOLN5-2 Armory,84,2,11,3,15,0,17,1,0,0,0,8,0,0,0,33,1,59,84,2,11,3,15,0,17,1,0,0,0,8,0,0,0,33,1,59,137,97,234
LINCOLN6-1 Fayetteville CPC,94,0,31,10,32,0,92,0,0,1,0,22,0,0,1,106,1,264,94,0,31,10,32,0,92,0,0,1,0,22,0,0,1,106,1,264,529,125,654
LINCOLN6-2 Belleville,12,1,8,0,14,0,52,1,0,0,0,2,0,0,0,19,0,74,12,1,8,0,14,0,52,1,0,0,0,2,0,0,0,19,0,74,162,21,183
LINCOLN6-3 Mulberry,28,0,9,2,9,0,32,0,0,0,0,3,0,0,0,15,0,67,28,0,9,2,9,0,32,0,0,0,0,3,0,0,0,15,0,67,128,37,165
LINCOLN7-1 Elora,22,0,5,0,5,0,23,0,0,0,0,5,0,0,0,18,0,51,22,0,5,0,5,0,23,0,0,0,0,5,0,0,0,18,0,51,102,27,129
LINCOLN7-2 Flintville,50,0,13,1,35,0,81,0,0,0,0,5,0,0,1,41,0,133,50,0,13,1,35,0,81,0,0,0,0,5,0,0,1,41,0,133,297,63,360
LINCOLN7-3 Kelso,17,0,8,0,17,2,38,0,0,0,0,4,0,0,0,26,0,101,17,0,8,0,17,2,38,0,0,0,0,4,0,0,0,26,0,101,188,25,213
LINCOLN8-1 Lincoln,40,1,20,1,55,1,121,0,0,0,0,11,0,0,2,105,0,267,40,1,20,1,55,1,121,0,0,0,0,11,0,0,2,105,0,267,563,61,624
LINCOLN8-2 South Lincoln,20,2,14,0,19,0,39,0,0,0,1,5,0,0,0,25,0,88,20,2,14,0,19,0,39,0,0,0,1,5,0,0,0,25,0,88,177,36,213
LOUDONBrowder,89,2,63,6,49,0,236,3,0,0,8,40,0,0,1,172,0,373,89,2,63,6,49,0,236,3,0,0,8,40,0,0,1,172,0,373,888,154,1042
LOUDONDavis,16,0,12,3,17,0,53,0,0,0,0,26,0,0,1,86,0,137,16,0,12,3,17,0,53,0,0,0,0,26,0,0,1,86,0,137,323,28,351
LOUDONEaton,127,1,80,12,94,1,342,2,0,0,0,81,0,0,3,364,0,544,127,1,80,12,94,1,342,2,0,0,0,81,0,0,3,364,0,544,1443,208,1651
LOUDONGlendale,25,1,28,4,35,1,105,0,0,0,5,28,0,0,2,106,0,229,25,1,28,4,35,1,105,0,0,0,5,28,0,0,2,106,0,229,515,54,569
LOUDONGreenback,37,1,47,3,46,2,130,1,1,0,0,20,0,0,0,100,1,248,37,1,47,3,46,2,130,1,1,0,0,20,0,0,0,100,1,248,552,85,637
LOUDONHighland Park,114,0,60,16,82,1,240,2,1,0,3,81,0,0,2,219,1,409,114,0,60,16,82,1,240,2,1,0,3,81,0,0,2,219,1,409,1057,174,1231
LOUDONLenoir City,120,6,109,11,62,1,167,1,0,0,7,27,0,0,2,119,2,363,120,6,109,11,62,1,167,1,0,0,7,27,0,0,2,119,2,363,762,235,997
LOUDONLenoir City Outside,29,2,12,5,26,0,62,0,1,0,1,15,0,0,0,59,0,156,29,2,12,5,26,0,62,0,1,0,1,15,0,0,0,59,0,156,325,43,368
LOUDONLoudon,101,2,47,11,73,1,135,1,0,0,4,33,0,0,2,148,1,356,101,2,47,11,73,1,135,1,0,0,4,33,0,0,2,148,1,356,765,150,915
LOUDONLoudon Mt Zion,41,0,26,4,15,0,100,1,1,0,3,44,0,0,3,129,1,177,41,0,26,4,15,0,100,1,1,0,3,44,0,0,3,129,1,177,478,67,545
LOUDONLoudon Outside,62,0,46,9,37,1,147,0,0,0,1,19,0,0,0,90,0,264,62,0,46,9,37,1,147,0,0,0,1,19,0,0,0,90,0,264,568,108,676
LOUDONLuttrell,8,0,3,0,11,1,55,1,0,0,1,6,0,0,0,29,0,75,8,0,3,0,11,1,55,1,0,0,1,6,0,0,0,29,0,75,179,11,190
LOUDONPhiladelphia,26,1,21,7,33,0,96,2,0,1,3,16,0,0,2,56,0,153,26,1,21,7,33,0,96,2,0,1,3,16,0,0,2,56,0,153,369,48,417
LOUDONTellico V. North,105,0,33,19,48,2,160,2,1,1,0,159,0,1,2,290,2,312,105,0,33,19,48,2,160,2,1,1,0,159,0,1,2,290,2,312,999,138,1137
LOUDONTellico V. South,127,2,51,31,44,6,171,1,1,0,6,185,0,0,2,343,1,404,127,2,51,31,44,6,171,1,1,0,6,185,0,0,2,343,1,404,1195,180,1375
MACONCentral,37,2,21,5,17,0,55,0,0,0,3,5,0,0,0,34,0,217,37,2,21,5,17,0,55,0,0,0,3,5,0,0,0,34,0,217,336,60,396
MACONCounty Fairgrounds,53,0,22,3,27,1,86,0,0,0,0,4,0,0,1,50,0,186,53,0,22,3,27,1,86,0,0,0,0,4,0,0,1,50,0,186,358,75,433
MACONCounty High School,30,1,9,0,22,0,78,0,0,0,1,4,0,1,2,28,0,194,30,1,9,0,22,0,78,0,0,0,1,4,0,1,2,28,0,194,330,40,370
MACONCounty Junior High,37,1,17,1,27,1,65,1,0,0,0,5,0,0,0,26,0,187,37,1,17,1,27,1,65,1,0,0,0,5,0,0,0,26,0,187,313,55,368
MACONCounty Welcome Center,27,0,16,2,26,0,105,0,0,0,2,6,0,0,1,45,0,211,27,0,16,2,26,0,105,0,0,0,2,6,0,0,1,45,0,211,398,43,441
MACONCross Roads,24,0,15,0,17,1,69,0,0,0,0,2,0,0,0,17,0,121,24,0,15,0,17,1,69,0,0,0,0,2,0,0,0,17,0,121,227,39,266
MACONLafayette,25,2,14,2,6,0,67,0,1,0,0,6,0,0,1,28,0,121,25,2,14,2,6,0,67,0,1,0,0,6,0,0,1,28,0,121,232,41,273
MACONRed Boiling Springs,44,0,21,8,14,0,54,0,0,0,0,6,0,0,0,14,1,153,44,0,21,8,14,0,54,0,0,0,0,6,0,0,0,14,1,153,250,65,315
MACONWestside,41,2,18,4,12,0,52,1,0,0,1,5,0,0,0,17,0,135,41,2,18,4,12,0,52,1,0,0,1,5,0,0,0,17,0,135,227,61,288
MACONWillette,25,0,16,10,17,0,112,0,0,0,5,3,0,1,2,24,0,232,25,0,16,10,17,0,112,0,0,0,5,3,0,1,2,24,0,232,406,41,447
MADISON1-1 Civic Center,113,1,38,3,5,0,28,0,0,0,0,5,0,0,0,17,0,32,113,1,38,3,5,0,28,0,0,0,0,5,0,0,0,17,0,32,90,152,242
MADISON1-2 Mt Moriah,287,0,32,1,5,0,8,0,0,0,0,0,0,0,0,1,0,6,287,0,32,1,5,0,8,0,0,0,0,0,0,0,0,1,0,6,21,319,340
MADISON10-1 Spring Creek,16,1,4,3,19,0,66,0,0,0,0,11,0,0,0,21,1,85,16,1,4,3,19,0,66,0,0,0,0,11,0,0,0,21,1,85,206,21,227
MADISON10-2 North East,154,3,49,4,82,0,288,1,0,0,1,24,0,0,1,153,0,312,154,3,49,4,82,0,288,1,0,0,1,24,0,0,1,153,0,312,866,206,1072
MADISON10-3 North Side,285,2,72,5,79,0,240,0,2,0,0,49,0,0,1,192,1,269,285,2,72,5,79,0,240,0,2,0,0,49,0,0,1,192,1,269,838,359,1197
MADISON2-1 Alexander,290,1,42,2,15,1,59,0,0,0,0,19,0,0,1,34,0,68,290,1,42,2,15,1,59,0,0,0,0,19,0,0,1,34,0,68,199,333,532
MADISON2-2 Aldersgate,172,1,42,13,41,2,165,0,0,0,4,34,0,0,1,131,0,179,172,1,42,13,41,2,165,0,0,0,4,34,0,0,1,131,0,179,570,215,785
MADISON2-3 Tigrett Middle,196,0,89,6,47,1,119,1,1,0,1,30,0,0,1,139,0,154,196,0,89,6,47,1,119,1,1,0,1,30,0,0,1,139,0,154,500,285,785
MADISON3-1 Board of Educ,161,3,41,4,20,0,108,1,0,0,4,11,0,0,0,68,1,106,161,3,41,4,20,0,108,1,0,0,4,11,0,0,0,68,1,106,323,205,528
MADISON3-2 Old Bells Rd #10,29,0,9,4,24,1,73,1,0,0,0,11,0,0,0,54,0,66,29,0,9,4,24,1,73,1,0,0,0,11,0,0,0,54,0,66,234,38,272
MADISON3-3 J-CIL,104,1,34,3,51,0,128,0,0,0,0,30,0,0,2,135,0,128,104,1,34,3,51,0,128,0,0,0,0,30,0,0,2,135,0,128,477,139,616
MADISON4-1 Masonic Lodge,243,1,54,12,77,0,232,0,0,0,2,27,0,0,0,202,0,191,243,1,54,12,77,0,232,0,0,0,2,27,0,0,0,202,0,191,743,298,1041
MADISON4-2 Andrew Jackson,137,0,26,4,13,1,43,0,0,2,0,11,0,0,0,52,0,59,137,0,26,4,13,1,43,0,0,2,0,11,0,0,0,52,0,59,185,163,348
MADISON4-3 Festivities,138,1,30,13,54,1,195,0,0,0,3,44,0,2,2,168,1,224,138,1,30,13,54,1,195,0,0,0,3,44,0,2,2,168,1,224,707,169,876
MADISON5-1 Whitehall,218,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,218,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,234,238
MADISON5-2 Macedonia,189,1,20,2,2,0,5,0,0,0,0,1,0,0,0,3,0,11,189,1,20,2,2,0,5,0,0,0,0,1,0,0,0,3,0,11,24,210,234
MADISON5-3 North Parkway,292,0,60,0,35,0,87,0,0,0,1,15,0,0,0,64,1,116,292,0,60,0,35,0,87,0,0,0,1,15,0,0,0,64,1,116,319,352,671
MADISON6-1 South Side,92,0,35,4,36,0,130,0,0,1,3,13,0,0,1,52,0,192,92,0,35,4,36,0,130,0,0,1,3,13,0,0,1,52,0,192,432,127,559
MADISON6-2 South,15,1,8,1,25,0,52,0,0,0,1,4,0,0,0,25,0,91,15,1,8,1,25,0,52,0,0,0,1,4,0,0,0,25,0,91,199,24,223
MADISON6-3 Malesus,39,0,17,3,39,0,91,1,0,0,0,13,0,0,0,49,0,140,39,0,17,3,39,0,91,1,0,0,0,13,0,0,0,49,0,140,336,56,392
MADISON6-4 Medon,31,0,5,0,8,0,37,0,0,0,1,4,0,0,0,10,0,59,31,0,5,0,8,0,37,0,0,0,1,4,0,0,0,10,0,59,119,36,155
MADISON7-1 UT Experiment,122,0,16,0,7,0,12,0,0,0,0,3,0,0,0,10,0,10,122,0,16,0,7,0,12,0,0,0,0,3,0,0,0,10,0,10,42,138,180
MADISON7-2 TN Tech Ctr,146,0,28,4,27,0,87,0,0,0,0,5,0,0,0,38,0,136,146,0,28,4,27,0,87,0,0,0,0,5,0,0,0,38,0,136,297,174,471
MADISON7-3 Denmark,181,1,15,0,6,0,17,0,0,0,0,6,0,0,0,9,0,37,181,1,15,0,6,0,17,0,0,0,0,6,0,0,0,9,0,37,75,197,272
MADISON7-4 Mercer,29,1,7,1,13,0,36,0,0,0,1,3,0,0,5,15,0,44,29,1,7,1,13,0,36,0,0,0,1,3,0,0,5,15,0,44,118,37,155
MADISON8-1 Beech Bluff,25,0,12,2,22,3,58,0,0,0,0,7,0,0,0,19,1,59,25,0,12,2,22,3,58,0,0,0,0,7,0,0,0,19,1,59,171,37,208
MADISON8-2 Browns,67,1,22,2,29,1,110,0,0,0,0,5,0,0,0,48,0,110,67,1,22,2,29,1,110,0,0,0,0,5,0,0,0,48,0,110,305,90,395
MADISON8-3 Mifflin,25,2,15,1,16,1,106,0,0,1,1,7,0,0,1,29,1,132,25,2,15,1,16,1,106,0,0,1,1,7,0,0,1,29,1,132,296,42,338
MADISON8-4 East Union,66,1,16,0,19,0,78,0,1,0,0,6,0,0,1,21,0,88,66,1,16,0,19,0,78,0,1,0,0,6,0,0,1,21,0,88,214,83,297
MADISON8-5 Lesters,64,0,18,0,31,4,89,0,0,0,0,2,0,0,1,42,0,160,64,0,18,0,31,4,89,0,0,0,0,2,0,0,1,42,0,160,329,82,411
MADISON9-1 VFW,196,0,69,7,103,0,288,2,0,0,0,48,0,0,1,285,0,342,196,0,69,7,103,0,288,2,0,0,0,48,0,0,1,285,0,342,1076,265,1341
MADISON9-2 Pope,150,0,37,14,98,1,332,0,0,0,2,43,0,0,0,303,0,316,150,0,37,14,98,1,332,0,0,0,2,43,0,0,0,303,0,316,1109,187,1296
MADISON9-3 Three Way,80,1,22,4,47,1,188,0,0,0,2,21,0,1,3,124,1,192,80,1,22,4,47,1,188,0,0,0,2,21,0,1,3,124,1,192,584,103,687
MARIONElder Mountain,11,0,5,0,10,0,18,1,0,0,0,9,0,0,0,24,0,34,11,0,5,0,10,0,18,1,0,0,0,9,0,0,0,24,0,34,96,16,112
MARIONFoster Falls,19,0,13,0,17,2,34,0,1,0,1,10,0,0,1,28,1,68,19,0,13,0,17,2,34,0,1,0,1,10,0,0,1,28,1,68,163,32,195
MARIONHaletown-Ladd,38,0,15,0,10,0,22,0,0,0,0,3,0,0,0,14,0,84,38,0,15,0,10,0,22,0,0,0,0,3,0,0,0,14,0,84,133,53,186
MARIONJasper,216,8,114,7,38,2,121,1,0,0,0,17,0,0,2,122,0,304,216,8,114,7,38,2,121,1,0,0,0,17,0,0,2,122,0,304,614,338,952
MARIONKimball,86,2,54,2,22,0,41,0,0,0,0,11,0,0,0,39,0,129,86,2,54,2,22,0,41,0,0,0,0,11,0,0,0,39,0,129,244,142,386
MARIONLodge,23,1,16,1,9,0,13,1,0,0,0,0,0,0,0,10,0,30,23,1,16,1,9,0,13,1,0,0,0,0,0,0,0,10,0,30,64,40,104
MARIONMonteagle,57,1,58,1,24,0,37,2,0,0,0,22,0,0,0,33,0,102,57,1,58,1,24,0,37,2,0,0,0,22,0,0,0,33,0,102,221,116,337
MARIONNew Hope,35,1,30,0,8,0,38,0,0,0,0,6,0,0,1,20,0,102,35,1,30,0,8,0,38,0,0,0,0,6,0,0,1,20,0,102,175,66,241
MARIONOrme,8,1,4,0,1,0,9,0,0,0,0,0,0,0,0,2,0,7,8,1,4,0,1,0,9,0,0,0,0,0,0,0,0,2,0,7,19,13,32
MARIONPowells Crossroad,65,4,52,5,34,0,94,0,1,0,1,13,0,0,0,54,1,200,65,4,52,5,34,0,94,0,1,0,1,13,0,0,0,54,1,200,403,121,524
MARIONRiver Canyon,8,0,10,0,2,0,19,0,0,0,0,5,0,0,1,11,0,52,8,0,10,0,2,0,19,0,0,0,0,5,0,0,1,11,0,52,90,18,108
MARIONSequatchie,70,1,50,5,17,0,57,0,2,0,1,6,0,0,1,50,0,153,70,1,50,5,17,0,57,0,2,0,1,6,0,0,1,50,0,153,292,121,413
MARIONShellmound,30,0,16,0,14,0,26,0,0,0,1,0,0,0,1,34,0,60,30,0,16,0,14,0,26,0,0,0,1,0,0,0,1,34,0,60,136,46,182
MARIONSouth Pittsburg,234,4,78,5,32,1,59,0,1,0,1,18,0,0,0,69,0,197,234,4,78,5,32,1,59,0,1,0,1,18,0,0,0,69,0,197,383,316,699
MARIONWalden's Ridge,25,2,7,1,5,0,9,0,0,0,0,2,0,0,1,14,0,44,25,2,7,1,5,0,9,0,0,0,0,2,0,0,1,14,0,44,76,34,110
MARIONWhitwell,86,3,27,4,15,2,70,1,0,0,4,17,0,0,0,49,2,159,86,3,27,4,15,2,70,1,0,0,4,17,0,0,0,49,2,159,323,116,439
MARIONWhitwell Mountain,35,0,10,0,13,1,23,0,0,0,2,2,0,0,0,13,0,74,35,0,10,0,13,1,23,0,0,0,2,2,0,0,0,13,0,74,128,45,173
MARSHALL1 Chapel Hill,79,3,46,1,48,0,186,0,0,0,3,16,0,1,1,76,0,231,79,3,46,1,48,0,186,0,0,0,3,16,0,1,1,76,0,231,563,128,691
MARSHALL2 Henry Horton Park,91,1,43,0,46,0,114,1,0,0,2,25,0,0,2,76,0,201,91,1,43,0,46,0,114,1,0,0,2,25,0,0,2,76,0,201,467,135,602
MARSHALL3 Belfast,74,2,26,1,33,0,102,0,1,3,0,10,0,0,0,32,0,271,74,2,26,1,33,0,102,0,1,3,0,10,0,0,0,32,0,271,453,102,555
MARSHALL4 Cornersville,59,0,54,1,37,0,128,0,0,0,1,13,0,0,2,51,0,235,59,0,54,1,37,0,128,0,0,0,1,13,0,0,2,51,0,235,468,113,581
MARSHALL5 Recreation Center,127,0,46,2,26,0,129,1,0,0,0,24,0,0,3,93,0,228,127,0,46,2,26,0,129,1,0,0,0,24,0,0,3,93,0,228,506,173,679
MARSHALL6 West Hills,88,1,54,4,35,1,96,0,0,0,0,5,0,0,0,36,0,181,88,1,54,4,35,1,96,0,0,0,0,5,0,0,0,36,0,181,358,143,501
MARSHALL7 Hardison,95,0,31,1,16,0,43,0,0,0,2,4,0,0,0,19,0,101,95,0,31,1,16,0,43,0,0,0,2,4,0,0,0,19,0,101,186,126,312
MARSHALL8 Lewisburg Gas,108,1,34,1,24,0,80,0,0,0,1,12,0,0,3,51,0,194,108,1,34,1,24,0,80,0,0,0,1,12,0,0,3,51,0,194,366,143,509
MARSHALL9 McKnight Center,118,1,51,3,32,0,114,0,0,0,1,16,0,0,0,72,0,222,118,1,51,3,32,0,114,0,0,0,1,16,0,0,0,72,0,222,460,170,630
MAURYArmory 7-1,134,0,71,3,49,0,184,2,0,0,1,21,0,0,1,95,0,199,134,0,71,3,49,0,184,2,0,0,1,21,0,0,1,95,0,199,555,205,760
MAURYBear Creek 8-1,118,1,93,8,71,0,283,1,0,0,1,22,0,0,2,130,3,347,118,1,93,8,71,0,283,1,0,0,1,22,0,0,2,130,3,347,868,212,1080
MAURYBigbyville 9-1,73,0,58,6,37,1,167,2,0,0,0,9,0,0,1,81,0,227,73,0,58,6,37,1,167,2,0,0,0,9,0,0,1,81,0,227,531,131,662
MAURYCP Church 5-1,137,0,95,3,65,0,294,2,0,0,1,31,0,0,1,154,0,335,137,0,95,3,65,0,294,2,0,0,1,31,0,0,1,154,0,335,886,232,1118
MAURYCollege Hill 3-1,298,1,67,0,6,0,31,0,0,0,0,3,0,0,0,10,0,57,298,1,67,0,6,0,31,0,0,0,0,3,0,0,0,10,0,57,107,366,473
MAURYCollege Hill 3-1-7,0,0,0,1,2,0,23,0,0,0,0,0,0,0,0,9,0,25,0,0,0,1,2,0,23,0,0,0,0,0,0,0,0,9,0,25,60,0,60
MAURYCulleoka 8-2,62,0,40,1,28,0,114,0,0,0,0,8,0,0,0,49,1,213,62,0,40,1,28,0,114,0,0,0,0,8,0,0,0,49,1,213,414,102,516
MAURYFirst Family 2-1,170,3,89,13,61,0,150,0,0,0,2,37,0,0,0,168,0,274,170,3,89,13,61,0,150,0,0,0,2,37,0,0,0,168,0,274,705,262,967
MAURYHampshire 7-2,50,0,24,0,2,0,19,0,0,0,0,3,0,0,0,13,0,24,50,0,24,0,2,0,19,0,0,0,0,3,0,0,0,13,0,24,61,74,135
MAURYHampshire 7-2-7,0,0,0,1,24,0,120,0,0,0,1,6,0,0,0,28,0,147,0,0,0,1,24,0,120,0,0,0,1,6,0,0,0,28,0,147,327,0,327
MAURYHighland 2-2,44,1,34,6,6,0,47,0,0,0,0,9,0,0,0,32,0,57,44,1,34,6,6,0,47,0,0,0,0,9,0,0,0,32,0,57,157,79,236
MAURYMt. Pleasant 10-1,199,1,59,1,52,0,175,0,0,0,1,15,0,0,0,83,1,309,199,1,59,1,52,0,175,0,0,0,1,15,0,0,0,83,1,309,637,259,896
MAURYMt. Pleasant 10-1-7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,5,13,0,13
MAURYNeapolis 5-2,55,0,52,1,39,0,169,0,0,2,1,20,0,0,1,110,0,166,55,0,52,1,39,0,169,0,0,2,1,20,0,0,1,110,0,166,509,107,616
MAURYPleasant Heights 9-2,113,2,42,16,71,0,286,3,0,0,1,75,0,0,0,221,0,384,113,2,42,16,71,0,286,3,0,0,1,75,0,0,0,221,0,384,1057,157,1214
MAURYRally Hill 11-1,57,0,22,0,23,0,101,0,0,0,0,8,0,0,1,55,0,157,57,0,22,0,23,0,101,0,0,0,0,8,0,0,1,55,0,157,345,79,424
MAURYRiverside 1-1,87,2,52,2,27,0,94,0,0,0,2,14,0,0,1,62,0,184,87,2,52,2,27,0,94,0,0,0,2,14,0,0,1,62,0,184,386,141,527
MAURYSanta Fe 6-1,39,1,32,3,22,1,98,0,0,0,1,6,0,0,1,33,1,168,39,1,32,3,22,1,98,0,0,0,1,6,0,0,1,33,1,168,334,72,406
MAURYSpring Hill 11-2,172,2,156,4,127,2,392,0,0,0,1,37,0,0,4,279,1,396,172,2,156,4,127,2,392,0,0,0,1,37,0,0,4,279,1,396,1243,330,1573
MAURYSpring Hill MS 6-2,78,1,78,0,70,0,199,0,0,0,1,15,0,0,1,104,0,220,78,1,78,0,70,0,199,0,0,0,1,15,0,0,1,104,0,220,610,157,767
MAURYSt. Catherine 4-1,281,3,129,7,49,1,175,1,0,0,1,24,0,0,2,95,1,260,281,3,129,7,49,1,175,1,0,0,1,24,0,0,2,95,1,260,616,413,1029
MAURYSt. Catherine 4-1-7,0,0,0,2,27,0,109,0,0,0,0,9,0,0,1,63,0,124,0,0,0,2,27,0,109,0,0,0,0,9,0,0,1,63,0,124,335,0,335
MAURYTheta 6-3,87,0,44,4,40,0,163,0,0,0,0,20,0,0,1,78,0,200,87,0,44,4,40,0,163,0,0,0,0,20,0,0,1,78,0,200,506,131,637
MAURYWest End 1-2,112,3,68,1,9,0,31,0,0,0,0,4,0,0,0,16,0,55,112,3,68,1,9,0,31,0,0,0,0,4,0,0,0,16,0,55,116,183,299
MAURYWest End 1-2-7,0,0,0,3,35,0,87,0,0,0,1,19,0,1,0,74,0,122,0,0,0,3,35,0,87,0,0,0,1,19,0,1,0,74,0,122,342,0,342
