Precinct,gen_con_CASTLE,gen_rep_TRUMP,gen_lib_JOHNSON,gen_dem_CLINTON,gen_gre_STEIN,gen_ind_FUENTE,pri_dem_SANDERS,pri_dem_CLINTON,pri_dem_OMALLEY,pri_rep_CARSON,pri_rep_FIORINA,pri_rep_CHRISTIE,pri_rep_TRUMP,pri_rep_BUSH,pri_rep_GILMORE,pri_rep_KASICH,pri_rep_GRAHAM,pri_rep_RUBIO,pri_rep_HUCKABEE,pri_rep_PAUL,pri_rep_SANTORUM,pri_rep_CRUZ,gen_total,rep_pri_total,dem_pri_total
12031410,0,0,0,0,0,0,172,310,15,6,1,4,349,3,0,24,0,148,1,1,0,122,0,659,497
12031410 410,5,1571,99,1299,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,0,0
12031411,0,0,0,0,0,0,155,235,13,4,0,0,344,14,0,28,0,163,4,2,0,120,0,679,403
12031411 411,5,1597,90,1332,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,0,0
12031412,0,0,0,0,0,0,126,181,4,3,0,0,188,1,0,41,0,117,0,1,0,64,0,415,311
12031412 412,4,974,81,1043,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0
12031501,0,0,0,0,0,0,213,268,11,5,1,1,314,19,0,83,0,257,2,2,0,101,0,785,492
12031501 501,5,1163,82,1133,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,0,0
12031502,0,0,0,0,0,0,60,99,3,3,0,0,92,4,0,11,0,60,1,0,1,24,0,196,162
12031502 502,10,513,26,296,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0
12031503,0,0,0,0,0,0,63,182,5,1,0,0,55,2,0,11,0,29,1,1,0,28,0,128,250
12031503 503,4,563,42,1165,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,0,0
12031504,0,0,0,0,0,0,179,238,7,5,1,0,254,14,0,70,0,221,1,2,0,111,0,679,424
12031504 504,3,791,65,557,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0
12031505,0,0,0,0,0,0,124,190,10,10,0,0,307,8,0,83,0,379,2,2,0,156,0,947,324
12031505 505,0,1207,75,693,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,0
12031506,0,0,0,0,0,0,193,332,18,7,1,0,331,13,0,42,0,198,2,3,0,115,0,712,543
12031506 506,7,1142,68,1414,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697,0,0
12031507,0,0,0,0,0,0,83,244,7,3,0,0,139,4,0,22,0,75,0,0,0,53,0,296,334
12031507 507,2,495,34,740,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0
12031508,0,0,0,0,0,0,327,454,32,21,0,2,706,20,0,86,0,430,1,5,0,271,0,1542,813
12031508 508,7,2205,120,1368,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810,0,0
12031509,0,0,0,0,0,0,230,311,22,9,0,0,532,34,0,106,0,415,4,2,0,202,0,1304,563
12031509 509,1,1936,77,1159,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,0
12031510,0,0,0,0,0,0,208,285,13,8,0,1,414,18,0,63,0,288,2,1,1,199,0,995,506
12031510 510,9,1523,75,973,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,0,0
12031511,0,0,0,0,0,0,112,205,17,4,0,1,202,12,0,13,1,87,0,0,0,75,0,395,334
12031511 511,7,1019,51,1041,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,0
12031512,0,0,0,0,0,0,258,400,14,9,3,2,357,13,0,49,0,244,1,2,0,156,0,836,672
12031512 512,6,1579,113,1749,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542,0,0
12031513,0,0,0,0,0,0,149,224,9,5,0,0,239,17,0,18,1,109,1,1,0,97,0,488,382
12031513 513,3,878,23,747,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,0
12031601,0,0,0,0,0,0,145,171,15,0,0,2,584,5,1,69,1,386,0,4,0,255,0,1307,331
12031601 601,3,1950,60,661,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0
12031602,0,0,0,0,0,0,184,272,16,9,1,0,524,14,0,39,0,288,1,4,1,229,0,1110,472
12031602 602,3,2031,100,1083,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287,0,0
12031603,0,0,0,0,0,0,179,310,25,10,0,2,544,21,0,104,0,462,0,1,0,225,0,1369,514
12031603 603,3,1938,94,999,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,0,0
12031604,0,0,0,0,0,0,75,119,3,3,0,0,316,6,0,60,0,221,0,0,0,145,0,751,197
12031604 604,3,1144,48,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0
12031605,0,0,0,0,0,0,152,254,20,8,0,2,678,8,0,82,1,448,0,2,0,315,0,1544,426
12031605 605,8,2314,89,844,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321,0,0
12031606,0,0,0,0,0,0,237,328,18,21,2,1,834,22,1,122,1,557,2,1,0,372,0,1936,583
12031606 606,12,3138,129,1229,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4613,0,0
12031607,0,0,0,0,0,0,120,147,13,5,0,0,234,12,0,18,0,137,0,1,0,110,0,517,280
12031607 607,5,949,54,634,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0
12031608,0,0,0,0,0,0,287,401,11,23,0,2,691,25,1,71,0,358,2,1,0,283,0,1457,699
12031608 608,6,2898,155,1689,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4863,0,0
12031609,0,0,0,0,0,0,102,129,4,2,0,1,199,6,0,23,0,118,1,1,2,87,0,440,235
12031609 609,2,821,58,551,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0
12031610,0,0,0,0,0,0,207,265,22,12,0,0,835,15,0,72,0,431,2,3,0,324,0,1694,494
12031610 610,6,3026,121,1058,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279,0,0
12031611,0,0,0,0,0,0,126,188,8,6,0,1,238,7,0,33,0,185,2,1,0,104,0,577,322
12031611 611,2,1086,81,703,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,0,0
12031612,0,0,0,0,0,0,170,287,8,12,0,0,486,19,1,71,0,360,0,0,2,228,0,1179,465
12031612 612,11,2136,114,1269,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612,0,0
12031613,0,0,0,0,0,0,146,226,8,13,0,3,358,4,0,34,1,204,0,3,1,162,0,783,380
12031613 613,3,1489,81,894,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,0
12031614,0,0,0,0,0,0,50,90,4,1,1,0,135,4,0,17,0,106,0,0,0,101,0,365,144
12031614 614,1,711,33,425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0
12031701,0,0,0,0,0,0,48,187,6,0,0,0,55,6,0,1,0,16,0,0,0,22,0,100,241
12031701 701,1,238,10,486,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0
12031702,0,0,0,0,0,0,41,230,4,1,0,0,24,1,0,4,0,9,0,1,0,8,0,48,275
12031702 702,1,130,6,650,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0
12031703,0,0,0,0,0,0,283,558,25,10,0,1,605,14,0,32,0,225,0,4,2,184,0,1077,866
12031703 703,4,2811,108,2132,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5143,0,0
12031704,0,0,0,0,0,0,219,417,0,3,0,0,83,4,0,21,1,69,0,1,0,31,0,213,636
12031704 704,1,321,47,1409,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0
12031705,0,0,0,0,0,0,250,702,19,6,0,0,304,8,0,7,0,87,0,0,0,98,0,510,971
12031705 705,5,1174,25,1940,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0
12031706,0,0,0,0,0,0,39,307,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,346
12031706 706,0,18,3,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0
12031707,0,0,0,0,0,0,104,625,3,1,1,0,23,1,0,3,0,6,0,0,0,4,0,39,732
12031707 707,1,120,17,1610,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0
12031708,0,0,0,0,0,0,53,234,3,1,0,0,8,1,0,1,0,4,0,1,0,1,0,17,290
12031708 708,0,58,8,637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0
12031709,0,0,0,0,0,0,251,1342,3,6,0,0,28,0,0,2,0,21,0,0,0,20,0,77,1596
12031709 709,1,176,23,3301,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555,0,0
12031710,0,0,0,0,0,0,225,924,3,4,0,2,46,2,0,5,0,17,0,0,0,27,0,103,1152
12031710 710,6,282,14,2498,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0
12031711,0,0,0,0,0,0,43,231,3,0,0,0,5,0,0,1,0,1,0,0,0,0,0,7,277
12031711 711,3,54,6,629,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0
12031712,0,0,0,0,0,0,93,308,2,2,0,2,37,3,0,5,0,23,0,0,0,15,0,87,403
12031712 712,3,165,19,813,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0
12031713,0,0,0,0,0,0,168,396,4,7,1,0,157,17,0,37,0,105,0,0,0,59,0,383,568
12031713 713,5,758,90,1362,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,0,0
12031714,0,0,0,0,0,0,89,363,3,2,0,0,17,2,0,1,0,4,0,0,0,5,0,31,455
12031714 714,0,85,5,1027,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0
12031801,0,0,0,0,0,0,110,473,4,3,0,0,68,3,0,5,0,16,1,0,0,15,0,111,587
12031801 801,0,222,14,1259,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0
12031802,0,0,0,0,0,0,105,896,6,1,0,0,4,1,1,0,0,3,0,0,0,3,0,13,1007
12031802 802,1,64,10,1720,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0
12031803,0,0,0,0,0,0,273,1105,9,6,1,0,130,8,0,4,0,62,2,2,0,45,0,260,1387
12031803 803,6,547,23,2675,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,0,0
12031804,0,0,0,0,0,0,115,367,7,3,1,1,125,4,0,6,0,48,0,0,0,37,0,225,489
12031804 804,0,541,26,1084,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,0
12031805,0,0,0,0,0,0,113,499,15,3,0,0,71,4,0,1,0,31,0,0,0,33,0,143,627
12031805 805,0,337,14,1271,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0
12031806,0,0,0,0,0,0,20,191,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,212
12031806 806,1,9,2,464,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0
12031807,0,0,0,0,0,0,49,447,0,1,0,0,4,2,0,0,0,1,0,0,0,2,0,10,496
12031807 807,1,30,3,789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0
12031808,0,0,0,0,0,0,59,428,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,5,490
12031808 808,0,18,5,1072,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0
12031809,0,0,0,0,0,0,58,468,1,0,1,0,1,0,0,1,1,4,0,0,0,5,0,13,527
12031809 809,1,32,8,1234,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0
12031810,0,0,0,0,0,0,27,57,12,10,0,0,246,5,0,2,0,72,0,0,0,97,0,432,96
12031810 810,0,826,11,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0
12031811,0,0,0,0,0,0,41,324,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,368
12031811 811,1,22,6,810,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0
12031812,0,0,0,0,0,0,30,279,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,6,310
12031812 812,2,22,3,728,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0
12031813,0,0,0,0,0,0,254,920,24,7,0,0,401,12,0,19,0,126,1,5,0,151,0,722,1198
12031813 813,4,1536,42,2482,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0
12031814,0,0,0,0,0,0,103,140,27,13,0,0,554,5,0,8,0,186,2,0,0,249,0,1017,270
12031814 814,2,1948,27,369,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0
12031815,0,0,0,0,0,0,70,407,3,0,1,0,5,1,0,0,1,6,0,1,0,2,0,17,480
12031815 815,1,25,3,957,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0
12031816,0,0,0,0,0,0,28,135,2,1,0,0,14,1,0,1,0,6,0,0,0,5,0,28,165
12031816 816,0,63,2,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0
12031817,0,0,0,0,0,0,164,588,14,5,0,0,198,9,0,5,0,77,2,1,0,49,0,346,766
12031817 817,5,824,47,1789,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0
12031818,0,0,0,0,0,0,67,259,3,1,0,0,53,0,0,2,0,11,0,0,0,19,0,86,329
12031818 818,4,199,5,662,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0
12031901,0,0,0,0,0,0,255,324,13,2,1,1,148,8,0,14,0,56,3,1,0,42,0,276,592
12031901 901,4,489,40,1182,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0
12031902,0,0,0,0,0,0,82,673,5,3,0,1,1,0,1,2,0,2,1,0,0,1,0,12,760
12031902 902,3,29,8,1656,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0
12031903,0,0,0,0,0,0,135,268,22,3,0,0,173,12,0,10,0,87,2,1,0,55,0,343,425
12031903 903,2,739,34,1106,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,0,0
12031904,0,0,0,0,0,0,79,765,1,1,0,0,1,2,0,0,1,2,0,0,0,1,0,8,845
12031904 904,1,26,3,1597,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0
12031905,0,0,0,0,0,0,82,271,7,6,0,0,112,2,0,9,0,49,0,0,1,54,0,233,360
12031905 905,7,536,26,961,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,0
12031906,0,0,0,0,0,0,81,103,18,1,0,0,177,8,0,11,0,81,0,0,1,46,0,325,202
12031906 906,0,626,32,416,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,0
12031907,0,0,0,0,0,0,61,158,6,3,0,0,184,5,0,6,0,108,1,1,0,70,0,378,225
12031907 907,3,643,32,576,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,0
12031908,0,0,0,0,0,0,131,290,13,6,1,3,184,4,0,11,0,73,0,1,2,73,0,358,434
12031908 908,6,1059,62,1356,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,0,0
12031909,0,0,0,0,0,0,50,292,3,0,0,0,11,1,0,0,0,5,0,0,0,2,0,19,345
12031909 909,0,43,7,825,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0
12031910,0,0,0,0,0,0,76,441,7,4,0,0,19,5,1,0,0,13,0,0,0,6,0,48,524
12031910 910,3,131,6,1278,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0
12031911,0,0,0,0,0,0,137,545,12,1,0,0,77,2,0,2,1,31,1,0,0,19,0,134,694
12031911 911,5,362,28,1664,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,0,0
12031912,0,0,0,0,0,0,40,264,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,6,304
12031912 912,0,29,4,844,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0
12031913,0,0,0,0,0,0,77,227,13,2,0,1,101,1,0,6,0,67,0,1,0,42,0,221,317
12031913 913,3,487,27,990,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0
12031914,0,0,0,0,0,0,181,410,6,6,0,0,258,9,0,11,1,120,0,0,0,99,0,504,597
12031914 914,9,1154,62,1726,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,0,0
120331,0,0,0,0,0,0,159,229,15,18,0,2,352,14,0,61,0,250,2,0,0,189,0,888,403
120331 PRECINCT 1,12,1869,199,1085,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258,0,0
12033101,0,0,0,0,0,0,90,136,9,7,0,0,216,4,0,21,1,114,0,1,0,119,0,483,235
12033101 PRECINCT 101,2,961,45,467,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,0,0
12033102,0,0,0,0,0,0,81,218,6,4,1,0,262,14,0,37,0,149,5,1,0,152,0,625,305
12033102 PRECINCT 102,6,1084,50,744,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,0,0
12033103,0,0,0,0,0,0,113,378,15,1,1,1,94,7,0,11,0,37,0,0,0,54,0,206,506
12033103 PRECINCT 103,4,409,26,1109,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0
12033104,0,0,0,0,0,0,114,292,6,1,0,0,113,7,0,8,0,50,1,1,3,35,0,219,412
12033104 PRECINCT 104,5,489,21,938,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0
12033105,0,0,0,0,0,0,131,185,9,7,1,0,648,21,0,117,1,349,1,1,1,197,0,1344,325
12033105 PRECINCT 105,2,2377,125,819,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,0,0
12033106,0,0,0,0,0,0,101,135,10,6,0,0,171,18,0,33,0,110,1,0,0,85,0,424,246
12033106 PRECINCT 106,3,779,50,560,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0
12033107,0,0,0,0,0,0,253,300,23,16,0,2,464,19,0,91,0,292,1,5,1,229,0,1120,576
12033107 PRECINCT 107,17,1871,135,1132,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,0,0
12033108,0,0,0,0,0,0,192,250,15,10,1,1,321,18,0,64,0,266,1,2,0,226,0,910,457
12033108 PRECINCT 108,8,1498,129,1046,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,0,0
1203311,0,0,0,0,0,0,41,61,10,7,1,0,181,7,0,9,0,67,0,0,0,83,0,355,112
1203311 PRECINCT 11,0,695,15,157,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0
12033110,0,0,0,0,0,0,31,26,1,15,1,0,82,2,0,12,0,167,0,3,0,721,0,1003,58
12033110 PRECINCT 110,40,1665,29,127,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,0
12033111,0,0,0,0,0,0,141,177,9,8,0,1,393,12,1,55,0,240,2,3,2,205,0,922,327
12033111 PRECINCT 111,7,1465,87,757,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0
12033112,0,0,0,0,0,0,248,358,36,24,1,2,807,21,0,89,0,434,3,5,0,490,0,1876,642
12033112 PRECINCT 112,17,3417,137,1329,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,0,0
12033113,0,0,0,0,0,0,79,148,8,6,0,0,99,4,0,11,0,54,1,0,1,115,0,291,235
12033113 PRECINCT 113,9,601,19,486,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0
1203314,0,0,0,0,0,0,128,476,1,2,2,0,41,2,1,12,1,42,2,0,0,19,0,124,605
1203314 PRECINCT 14,3,236,29,1287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0
1203315,0,0,0,0,0,0,111,130,7,31,6,5,263,37,0,81,0,314,2,2,0,186,0,927,248
1203315 PRECINCT 15,9,1279,164,696,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,0,0
1203318,0,0,0,0,0,0,26,28,6,0,0,0,74,1,0,1,0,55,0,1,0,53,0,185,60
1203318 PRECINCT 18,0,384,4,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0
1203319,0,0,0,0,0,0,126,163,28,8,0,0,622,15,0,43,0,256,4,2,1,334,0,1285,317
1203319 PRECINCT 19,6,2450,47,479,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,0,0
1203321,0,0,0,0,0,0,108,225,14,6,0,0,267,10,0,30,0,112,1,0,1,133,0,560,347
1203321 PRECINCT 21,8,1276,29,657,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0
1203322,0,0,0,0,0,0,28,140,6,1,0,0,57,3,1,6,0,18,1,0,0,21,0,108,174
1203322 PRECINCT 22,2,289,7,403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0
1203323,0,0,0,0,0,0,38,17,9,3,0,0,117,6,0,4,0,58,4,0,0,45,0,237,64
1203323 PRECINCT 23,1,571,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0
1203324,0,0,0,0,0,0,205,229,9,8,0,1,393,25,0,76,0,260,0,1,1,179,0,944,443
1203324 PRECINCT 24,8,1521,99,867,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,0,0
1203325,0,0,0,0,0,0,73,89,3,8,1,2,137,24,0,54,0,146,1,0,1,62,0,436,165
1203325 PRECINCT 25,1,562,29,419,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0
1203326,0,0,0,0,0,0,250,363,23,20,1,1,764,14,1,75,0,325,4,4,0,381,0,1590,636
1203326 PRECINCT 26,12,2846,114,1321,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403,0,0
1203328,0,0,0,0,0,0,135,705,3,4,0,1,32,2,0,9,0,11,0,1,0,18,0,78,843
1203328 PRECINCT 28,1,217,14,1593,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0
1203329,0,0,0,0,0,0,98,213,5,0,3,1,83,5,0,20,0,73,0,1,1,32,0,219,316
1203329 PRECINCT 29,1,374,31,648,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0
120333,0,0,0,0,0,0,192,264,18,6,0,2,335,12,0,36,1,152,2,3,0,145,0,694,474
120333 PRECINCT 3,9,1507,73,991,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652,0,0
1203330,0,0,0,0,0,0,140,137,6,12,1,1,307,19,0,77,1,251,1,2,2,152,0,826,283
1203330 PRECINCT 30,2,1233,69,585,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0
1203331,0,0,0,0,0,0,120,310,2,4,0,1,95,1,0,23,0,64,1,0,0,29,0,218,432
1203331 PRECINCT 31,3,349,36,937,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0
1203332,0,0,0,0,0,0,34,52,2,3,0,0,53,0,0,10,0,33,0,0,0,16,0,115,88
1203332 PRECINCT 32,1,212,8,184,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0
1203333,0,0,0,0,0,0,57,28,18,16,0,1,191,7,0,12,0,87,2,2,0,96,0,414,103
1203333 PRECINCT 33,1,840,15,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0
1203334,0,0,0,0,0,0,70,383,8,1,0,1,59,8,0,2,0,30,0,0,0,30,0,131,461
1203334 PRECINCT 34,4,391,18,1344,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,0
1203335,0,0,0,0,0,0,174,131,10,12,0,2,261,10,0,53,0,172,1,2,1,85,0,599,315
1203335 PRECINCT 35,4,1006,68,651,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,0
1203336,0,0,0,0,0,0,125,187,24,8,1,0,379,14,0,16,0,166,0,2,0,198,0,784,336
1203336 PRECINCT 36,4,1687,34,562,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,0,0
1203338,0,0,0,0,0,0,143,212,12,19,0,0,492,13,0,72,1,378,0,1,0,322,0,1298,367
1203338 PRECINCT 38,8,2140,87,733,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042,0,0
1203340,0,0,0,0,0,0,100,136,6,2,0,0,165,15,0,50,1,165,0,0,1,76,0,475,242
1203340 PRECINCT 40,0,706,40,501,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,0
1203341,0,0,0,0,0,0,207,245,5,4,2,0,161,7,0,56,0,156,1,4,0,85,0,476,457
1203341 PRECINCT 41,2,709,70,921,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0
1203342,0,0,0,0,0,0,169,203,5,6,0,2,362,30,0,134,0,348,1,4,0,195,0,1082,377
1203342 PRECINCT 42,3,1463,82,744,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,0
1203343,0,0,0,0,0,0,212,247,46,22,3,2,957,24,0,98,2,516,1,2,0,485,0,2112,505
1203343 PRECINCT 43,8,3803,107,984,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0
1203346,0,0,0,0,0,0,126,191,6,14,1,1,291,19,0,103,0,377,0,3,1,169,0,979,323
1203346 PRECINCT 46,2,1304,68,648,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,0,0
1203347,0,0,0,0,0,0,52,158,5,1,0,0,57,8,0,2,0,20,0,0,0,19,0,107,215
1203347 PRECINCT 47,3,282,29,656,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0
1203348,0,0,0,0,0,0,55,383,2,3,0,0,29,3,0,4,1,15,0,0,0,14,0,69,440
1203348 PRECINCT 48,1,152,18,944,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0
1203349,0,0,0,0,0,0,105,157,9,7,1,0,145,9,0,18,0,61,0,4,0,82,0,327,271
1203349 PRECINCT 49,5,632,52,606,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0
120335,0,0,0,0,0,0,113,178,19,11,0,1,472,21,0,73,0,247,3,1,1,264,0,1094,310
