precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,gen_sol_RIVA,gen_sow_KENNEDY,dem_primary_total,general_total
KINGSKY 39-1091,10,29,1,1,3,12,2,49,4,10,26,0,0,39,91
KINGSNO PASS,29,21,1,1,6,17,0,102,3,10,60,0,1,50,176
KINGSNO-VALLEY,64,77,3,14,13,96,6,290,16,45,264,1,0,141,622
KINGSNQ 05-1097,33,44,4,7,1,27,0,162,9,27,89,0,1,77,288
KINGSNQ 05-3151,54,66,2,9,9,64,1,346,18,40,175,0,1,120,581
KINGSNQ 05-3409,74,37,1,15,22,87,0,391,5,42,228,1,0,111,667
KINGSNQ 05-3511,85,43,3,19,20,121,3,397,4,40,302,1,0,128,747
KINGSNQ 05-3512,102,51,4,8,16,62,4,453,4,32,231,0,0,153,724
KINGSNQ 05-3513,46,42,3,6,8,49,0,247,4,21,161,0,0,88,433
KINGSNQ 05-3514,69,51,5,6,13,31,4,374,3,38,150,0,0,120,569
KINGSNQ 05-3558,50,42,0,11,7,15,6,272,7,19,119,0,1,92,424
KINGSNQ 05-3560,58,35,1,8,9,38,1,280,7,24,135,0,0,93,447
KINGSNQ 05-3633,20,37,0,3,7,32,1,179,6,25,86,0,0,57,297
KINGSNQ 05-3667,54,27,4,20,10,54,2,315,10,39,177,0,0,81,543
KINGSNQ 05-3703,37,50,0,7,12,32,0,251,7,23,146,0,1,87,428
KINGSPIDER LAKE,51,59,5,15,8,92,2,239,11,43,296,0,0,110,591
KINGSPRING LAKE,74,68,9,19,15,88,7,298,6,22,264,0,1,142,598
KINGSPRINKLE,12,11,2,2,1,8,0,62,1,6,26,0,1,23,96
KINGSQUAK MOUNTAIN,14,13,0,2,3,23,0,88,0,7,55,0,0,27,150
KINGSTACY,6,5,1,0,0,2,0,18,2,0,2,0,0,11,22
KINGSTAR LAKE,38,17,1,6,7,30,2,141,4,12,97,0,0,55,256
KINGSTEED,77,50,5,13,33,60,1,392,1,37,192,0,0,127,623
KINGSTEVENS,23,43,0,1,3,29,0,94,7,10,67,0,1,66,179
KINGSTILLWATER,33,41,8,9,10,73,3,201,9,34,154,1,0,74,402
KINGSUNNYWOOD,65,103,2,4,1,32,1,400,13,17,88,2,1,168,522
KINGSUNSET,12,15,5,0,5,24,0,69,2,8,84,0,1,27,164
KINGSWAN LAKE,71,54,2,5,5,59,1,345,5,26,172,0,0,125,549
KINGSWEENEY,55,44,4,19,10,80,0,192,10,29,217,0,1,99,449
KINGSYLVAN,107,104,3,4,3,53,2,483,10,17,122,3,1,211,638
KINGTAHLEQUAH,103,123,3,3,4,29,0,372,17,19,73,1,1,226,483
KINGTAHOMA,50,36,3,6,7,94,1,195,7,25,286,1,0,86,515
KINGTANNER,51,48,7,10,15,84,1,258,8,29,252,0,0,99,548
KINGTHISTLE,37,38,2,3,6,37,1,147,1,14,98,0,0,75,261
KINGTHOMAS,34,50,3,7,12,41,4,192,5,15,153,0,0,84,369
KINGTIGER MTN,84,74,1,10,11,75,0,378,9,28,208,1,1,158,625
KINGTIMBER,77,41,2,9,11,60,2,284,4,25,211,0,0,118,526
KINGTOLT,11,24,3,9,7,45,1,121,4,13,104,0,0,35,243
KINGTOTEM,5,1,3,1,0,7,2,24,0,6,24,0,0,6,56
KINGTRILLIUM,73,63,2,14,23,61,7,392,12,36,205,0,1,136,653
KINGTROUT LAKE,39,30,3,7,10,88,1,237,4,27,275,0,1,69,545
KINGTUK 11-1164,104,80,2,2,6,48,1,410,7,15,136,3,1,184,573
KINGTUK 11-1165,82,71,1,6,7,56,0,398,11,11,145,1,1,153,567
KINGTUK 11-1166,52,52,1,1,0,24,3,215,6,19,70,0,1,104,314
KINGTUK 11-1167,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3
KINGTUK 11-2453,61,61,0,3,3,19,0,311,7,13,60,1,1,122,393
KINGTUK 11-2751,33,21,0,3,2,33,0,129,1,14,64,0,0,54,208
KINGTUK 11-2752,67,47,2,4,8,34,1,264,5,17,93,0,0,114,380
KINGTUK 11-2949,68,65,1,2,1,46,1,312,8,12,99,1,2,133,435
KINGTUK 11-2951,80,54,2,5,9,34,3,322,9,7,96,2,3,134,442
KINGTUK 11-2952,38,25,0,4,2,23,0,180,2,12,36,0,0,63,230
KINGTUK 11-2955,80,53,1,5,2,43,0,370,17,12,115,0,2,133,516
KINGTUK 11-2956,46,34,0,4,2,16,2,267,7,4,53,0,3,80,336
KINGTUK 11-3127,41,38,0,4,1,18,0,177,2,10,43,0,4,79,236
KINGTUK 11-3128,81,97,5,8,4,32,1,403,11,20,114,1,1,178,551
KINGTUK 11-3233,73,41,0,2,4,29,1,238,5,7,81,1,0,114,333
KINGTUK 11-3393,55,27,1,3,1,18,2,173,6,10,36,3,0,82,230
KINGTUK 11-3499,32,22,2,0,1,10,0,138,2,5,28,1,0,54,174
KINGTUK 11-3614,9,6,0,0,1,3,0,39,0,3,11,0,0,15,53
KINGTWIN PEAKS,58,74,1,9,11,91,7,301,15,37,231,0,0,132,591
KINGTWINBERRY,140,33,5,18,25,138,0,350,2,16,231,0,0,173,599
KINGTWO RIVERS,90,65,3,12,23,83,5,335,6,27,241,0,1,155,615
KINGUNION HILL,65,44,0,2,11,56,1,321,5,18,154,2,0,109,501
KINGVALENCIA,53,43,1,10,16,42,1,239,9,17,132,0,0,96,398
KINGVASHON,61,94,0,0,1,17,2,300,17,10,43,0,1,155,373
KINGVEAZIE,50,37,7,13,14,103,5,171,5,33,302,0,0,87,516
KINGVINCENT,43,23,0,7,6,46,2,189,4,29,115,2,1,66,342
KINGWABASH,23,13,1,2,2,67,0,92,3,21,139,0,0,36,255
KINGWALLACE,64,48,2,3,0,17,2,292,8,10,59,1,1,112,373
KINGWANDA,31,34,2,10,6,35,1,181,4,25,108,1,0,65,320
KINGWEBSTER,69,11,5,6,15,44,0,228,2,28,114,0,0,80,372
KINGWEEKS,62,47,3,5,17,53,3,348,10,39,174,1,0,109,575
KINGWELCOME LAKE,149,39,10,13,42,151,0,365,0,15,281,0,0,188,661
KINGWHITE CENTER,112,106,6,8,2,32,4,494,14,21,82,2,1,218,618
KINGWHITE RIVER,42,40,2,11,9,127,2,161,4,11,281,1,1,82,461
KINGWINTERGREEN,36,23,2,7,9,29,1,148,5,18,81,0,1,59,254
KINGWOD 45-0676,52,51,0,10,13,33,2,287,13,17,112,0,0,103,431
KINGWOD 45-0926,94,84,4,9,12,52,1,446,15,43,194,1,2,178,702
KINGWOD 45-1205,47,48,4,10,12,59,0,266,6,30,153,0,0,95,455
KINGWOD 45-1225,49,20,1,3,5,31,1,261,6,17,117,0,1,69,403
KINGWOD 45-2597,73,70,2,8,7,45,1,371,10,34,140,0,0,143,556
KINGWOD 45-2680,88,51,1,10,15,45,3,355,10,23,125,0,0,139,516
KINGWOD 45-2734,58,58,0,9,11,43,2,301,6,38,150,0,0,116,497
KINGWOD 45-2769,79,61,4,18,22,61,3,396,6,34,186,0,1,140,626
KINGWOD 45-3192,49,18,2,8,6,30,0,171,3,15,88,0,1,67,278
KINGWOD 45-3193,56,46,3,12,20,34,3,281,8,22,126,1,0,102,441
KINGWOD 45-3270,54,32,1,10,10,37,1,288,5,34,139,0,1,86,468
KINGWOD 45-3530,93,56,1,9,16,41,5,385,3,32,133,0,0,149,558
KINGWOLF,37,62,1,11,7,61,4,272,8,52,191,1,1,99,529
KINGWOODSIDE,44,42,2,5,17,43,2,307,0,22,145,0,0,86,476
KINGWYNOCHE,40,17,1,15,12,66,5,120,2,20,161,0,1,57,309
KINGWYNONA,55,57,0,1,3,29,1,276,4,14,74,0,0,112,369
KINGYPT 48-1233,35,14,0,4,16,43,0,201,1,22,110,0,0,49,334
KINGYPT 48-1234,64,14,1,2,13,37,0,208,6,24,97,0,0,78,335
KITSAPALASKA 221,115,126,10,13,17,126,10,430,12,75,350,0,1,241,878
KITSAPALPINE 111,66,84,2,30,10,107,8,239,12,30,288,0,0,150,577
KITSAPANDERSON CREEK 163,69,56,11,15,19,116,2,235,4,43,271,1,3,125,559
KITSAPANNAPOLIS 212,122,116,9,25,15,148,9,428,22,69,408,0,1,238,937
KITSAPAPEX 162,92,80,8,18,27,140,4,319,8,76,414,2,1,172,824
KITSAPAPPLE TREE 422,124,139,14,15,21,100,7,451,14,66,274,0,0,263,812
KITSAPAUGUSTA 461,72,87,0,5,4,37,1,274,18,15,109,1,0,159,418
KITSAPAZALEA 302,233,141,2,3,28,56,1,731,17,38,113,0,1,374,901
KITSAPBANDIX 263,65,97,11,29,10,185,16,310,20,68,509,0,1,162,924
KITSAPBARKER CREEK 147,102,79,8,22,21,141,2,379,10,76,389,1,1,181,858
KITSAPBAYVIEW 087,19,33,2,3,1,28,2,90,5,19,82,0,0,52,198
KITSAPBELFAIR VALLEY 280,26,25,4,6,2,58,2,76,6,14,135,0,2,51,235
KITSAPBELLA VISTA 413,64,61,7,14,19,84,3,277,10,34,199,1,0,125,524
KITSAPBERRY LAKE 279,46,52,4,10,6,64,6,187,12,18,224,1,1,98,449
KITSAPBIG VALLEY 441,46,71,4,13,21,83,5,239,14,35,215,0,0,117,508
KITSAPBLAKELY 310,152,111,1,6,17,39,0,526,6,16,91,0,0,263,639
KITSAPBLUE HERON 301,243,252,6,10,19,55,1,965,24,58,144,2,1,495,1195
KITSAPBRASCH 213,62,87,7,22,8,134,13,266,18,48,394,0,0,149,739
KITSAPBREIDABLIK 410,100,97,13,23,18,93,5,383,11,70,295,0,0,197,764
KITSAPBREMERTON 001,72,76,5,6,10,47,1,274,24,41,126,0,1,148,467
KITSAPBREMERTON 002,37,66,0,13,6,35,3,179,9,37,107,2,0,103,337
KITSAPBREMERTON 003,76,101,3,16,7,74,5,384,18,70,232,2,1,177,712
KITSAPBREMERTON 005,56,96,1,6,5,43,5,294,14,43,124,1,3,152,484
KITSAPBREMERTON 006,38,98,0,0,0,0,4,237,13,46,141,1,1,136,443
KITSAPBREMERTON 007,0,0,0,0,0,0,0,6,0,2,2,0,0,0,10
KITSAPBREMERTON 012,25,28,1,3,3,11,2,110,11,11,50,0,0,53,184
KITSAPBREMERTON 013,73,124,4,8,5,60,3,345,16,51,177,1,4,197,597
KITSAPBREMERTON 015,61,126,3,19,11,95,12,394,28,77,273,2,0,187,786
KITSAPBREMERTON 016,24,35,0,1,3,15,1,117,1,21,70,0,0,59,210
KITSAPBREMERTON 022,59,79,5,9,3,54,3,254,21,50,161,0,3,138,492
KITSAPBREMERTON 029,68,124,4,15,10,76,6,318,14,44,212,0,0,192,594
KITSAPBREMERTON 030,97,55,3,15,15,90,2,286,3,30,228,0,0,152,549
KITSAPBREMERTON 031,57,36,1,2,12,46,1,215,7,25,131,0,0,93,379
KITSAPBREMERTON 032,45,22,0,2,1,19,0,63,3,5,38,0,0,67,109
KITSAPBREMERTON 037,96,104,6,18,27,144,5,407,16,69,381,2,0,200,880
KITSAPBREMERTON 040,81,115,6,20,13,88,4,344,16,40,210,5,1,196,620
KITSAPBREMERTON 041,120,70,2,6,9,68,4,311,18,17,176,1,1,190,528
KITSAPBREMERTON 046,88,107,4,14,11,86,2,382,17,60,229,1,1,195,692
KITSAPBREMERTON 051,11,10,2,2,1,10,3,26,4,9,28,0,0,21,70
KITSAPBREMERTON 052,85,62,3,5,4,64,7,285,12,28,156,2,0,147,490
KITSAPBREMERTON 053,123,146,10,13,14,121,3,486,25,75,355,1,4,269,949
KITSAPBREMERTON 054,61,55,4,16,5,52,4,183,11,27,165,0,0,116,390
KITSAPBREMERTON 056,100,106,4,18,5,93,2,347,15,40,224,3,3,206,634
KITSAPBREMERTON 058,130,98,3,13,13,80,2,390,14,57,253,3,2,228,721
KITSAPBREMERTON 088,10,17,1,3,2,25,1,66,5,17,53,0,0,27,142
KITSAPBREMERTON 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPBREMERTON 109,14,22,2,5,3,32,2,108,8,41,110,2,0,36,271
KITSAPBREMERTON 114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPBREMERTON 159,71,45,5,19,6,73,4,194,10,36,159,1,0,116,404
KITSAPBREMERTON 293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPBREMERTON 294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPBREMERTON 296,9,2,0,4,1,16,0,42,1,7,61,1,0,11,112
KITSAPBROWNSVILLE 105,88,99,10,41,22,172,4,430,11,52,457,0,0,187,954
KITSAPBUCKLIN 121,114,67,13,25,23,131,7,321,8,54,344,1,1,181,736
KITSAPBURLEY 218,71,87,10,34,4,127,16,344,7,39,350,0,2,158,758
KITSAPCAMBRIDGE 144,32,67,8,13,9,94,1,217,8,43,212,1,0,99,482
KITSAPCEDAR 211,87,67,7,16,15,106,2,270,8,47,312,0,1,154,640
KITSAPCENTRAL VALLEY 128,106,96,8,20,15,146,5,368,12,66,357,0,0,202,808
KITSAPCHARLAND 110,46,53,7,15,11,87,6,207,11,48,295,1,1,99,569
KITSAPCLEAR CREEK 120,65,72,5,14,28,136,4,231,8,40,323,0,0,137,606
KITSAPCONIFER 271,47,50,4,19,5,69,4,187,10,35,185,0,0,97,421
KITSAPCONVERSE 252,62,80,3,15,11,112,5,255,18,41,322,0,1,142,642
KITSAPCOTTONWOOD 125,85,100,9,16,13,105,5,299,16,53,304,3,0,185,680
KITSAPCOUNTRY CLUB 113,43,39,7,10,5,84,3,185,8,44,197,0,1,82,438
KITSAPCRESCENT VALLEY 266,70,98,8,11,12,139,4,333,17,39,376,0,1,168,770
KITSAPCRYSTAL SPRINGS 312,224,141,2,14,41,59,0,787,11,24,145,1,0,365,968
KITSAPDICKENSON 282,77,89,7,13,12,168,9,266,15,52,402,1,3,166,748
KITSAPDRIVE-IN 283,0,0,0,0,0,0,4,5,0,0,7,0,0,0,16
KITSAPEAGLE CREST 164,106,101,10,19,25,134,6,376,11,64,366,0,0,207,823
KITSAPEAGLE HARBOR 317,97,111,0,1,8,27,2,451,20,15,59,1,0,208,548
KITSAPEBBERT 247,71,100,9,16,7,122,12,314,16,57,352,0,2,171,753
KITSAPERLANDS POINT 130,65,51,4,21,13,91,3,231,5,34,210,0,0,116,483
KITSAPEVERGREEN 257,124,107,12,27,30,170,12,434,17,78,487,2,0,231,1030
KITSAPEVERGREEN RIDGE 426,30,39,3,13,8,44,4,120,1,27,131,0,1,69,284
KITSAPFAIRVIEW 135,50,39,5,14,15,87,5,172,6,32,230,0,0,89,445
KITSAPFERNCLIFF 315,252,151,2,10,33,50,3,834,12,39,138,0,1,403,1027
KITSAPFERNWOOD 230,81,86,13,25,9,145,11,327,17,67,487,1,1,167,911
KITSAPFINCH 314,141,107,2,10,14,42,2,481,15,29,92,0,1,248,620
KITSAPFIRGLADE 137,39,65,2,7,8,79,2,202,4,45,252,0,2,104,507
KITSAPFOREST RIDGE 126,58,58,5,14,14,82,4,215,7,38,194,0,0,116,458
KITSAPFORT WARD 318,177,113,2,1,27,46,2,694,8,27,123,0,0,290,854
KITSAPFRAGARIA 259,72,80,9,20,11,108,4,297,19,38,306,0,0,152,664
KITSAPFRONTIER 102,87,89,9,24,21,130,7,311,8,79,386,0,1,176,792
KITSAPFUSON 175,82,85,10,27,7,113,7,310,18,58,313,2,2,167,710
KITSAPGAMBLEWOOD 454,66,96,8,18,5,78,5,313,23,39,210,2,0,162,592
KITSAPGILBERTON 140,71,56,5,6,9,117,3,253,9,30,296,0,1,127,592
KITSAPGLENWOOD 232,70,79,12,39,16,196,7,334,15,78,493,1,2,149,930
KITSAPHANSVILLE 415,65,80,3,21,14,89,5,245,9,22,204,1,0,145,486
KITSAPHARPER 240,85,89,2,7,19,82,3,349,7,39,241,0,0,174,639
KITSAPHEINS CREEK 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPHERITAGE PARK 112,62,55,7,7,9,90,2,207,14,41,223,0,2,117,489
KITSAPHIGHLAND 423,117,139,6,11,17,133,10,472,20,44,311,1,2,256,860
KITSAPHOLLY 158,23,21,3,1,5,39,1,70,4,19,112,0,0,44,206
KITSAPHUNTER 219,49,65,6,18,6,140,5,237,13,45,348,1,1,114,650
KITSAPILLAHEE 065,105,104,8,24,25,130,2,363,10,65,333,0,2,209,775
KITSAPINDIANOLA 420,186,207,3,10,19,80,0,673,24,39,171,0,0,393,907
KITSAPISLAND CENTER 320,129,126,1,4,12,32,0,510,8,29,92,0,3,255,642
KITSAPISLAND LAKE 427,82,92,8,10,11,129,11,323,12,47,340,0,1,174,734
KITSAPKARIOTIS 143,111,102,11,21,12,106,8,353,12,51,320,5,7,213,756
KITSAPKEYPORT 425,99,90,14,15,20,163,8,371,15,55,407,1,0,189,857
KITSAPKINGSTON 430,105,122,3,12,25,90,5,432,9,32,209,2,1,227,690
KITSAPKITSAP LAKE 085,2,5,0,0,3,14,0,26,3,3,25,0,0,7,57
KITSAPLAKE HELENA 214,43,61,9,16,15,138,4,222,8,49,344,0,3,104,630
KITSAPLARSON 153,81,87,2,23,24,152,8,297,25,69,420,0,0,168,819
KITSAPLEMOLO 435,86,90,5,15,17,86,2,311,8,28,238,0,1,176,588
KITSAPLIBERTY 325,122,105,0,5,13,38,3,490,12,19,128,0,1,227,653
KITSAPLIGHTHOUSE POINT 292,98,64,4,15,13,140,6,321,10,48,347,0,1,162,733
KITSAPLINCOLN 440,70,76,11,15,18,100,5,286,8,51,298,0,1,146,649
KITSAPLOCKER 246,68,105,3,20,16,140,13,387,27,72,432,1,2,173,934
KITSAPLOFALL 442,139,132,3,26,36,165,8,493,19,67,390,0,1,271,978
KITSAPLONG LAKE 245,57,61,7,12,7,82,5,226,13,35,267,0,2,118,548
KITSAPLOST HIGHWAY 157,88,86,9,14,11,183,7,228,24,52,446,0,1,174,758
KITSAPLOVGREN 332,89,90,0,3,18,35,0,341,6,19,90,1,0,179,457
KITSAPLUNDBERG 250,83,99,12,12,15,134,3,330,14,68,389,1,0,182,805
KITSAPLUOTO 122,39,43,3,12,3,90,7,136,6,37,236,1,0,82,423
KITSAPMADRONA 269,61,52,9,18,5,96,7,228,15,34,245,0,3,113,532
KITSAPMANCHESTER 255,79,73,5,9,23,79,4,283,8,32,246,0,0,152,573
KITSAPMANZANITA 336,121,95,4,4,9,26,2,454,6,26,75,1,0,216,564
KITSAPMARION 090,17,16,0,0,0,0,1,68,5,17,60,0,0,33,151
KITSAPMEADOWDALE 150,64,62,14,16,13,99,8,256,10,50,261,0,1,126,586
KITSAPMEADOWMEER 321,63,67,1,3,3,32,1,287,5,9,64,1,0,130,367
KITSAPMILLER BAY 458,124,147,13,16,12,114,3,491,14,48,316,0,1,271,873
KITSAPMINTERBROOK 216,30,39,1,9,4,55,1,131,3,20,201,0,0,69,356
KITSAPMORKEN 161,116,129,8,23,23,164,8,422,21,73,480,1,0,245,1005
KITSAPMULLENIX 260,68,104,10,23,15,141,9,312,16,65,427,1,1,172,831
KITSAPNAVY YARD CITY 095,99,122,6,19,7,110,7,361,19,72,313,1,3,221,776
KITSAPNEBRASKA 223,74,70,4,18,5,138,9,290,18,51,324,1,1,144,694
KITSAPNEW BROOKLYN 322,114,101,4,4,12,28,3,454,6,22,90,0,1,215,576
KITSAPOLALLA 265,59,70,3,21,8,80,5,255,14,37,284,0,0,129,595
KITSAPOLD FRONTIER 106,72,86,10,21,19,160,4,294,9,70,434,3,1,158,815
KITSAPOLYMPIC 099,9,16,1,2,1,14,0,44,0,9,31,1,0,25,85
KITSAPOLYMPIC VIEW 103,57,59,7,11,18,84,1,245,8,45,252,0,0,116,551
KITSAPORCA 421,72,100,1,13,9,71,2,348,22,51,197,2,1,172,623
KITSAPOVERLOOK 267,84,97,3,18,7,81,1,298,11,39,269,1,3,181,622
KITSAPPARKWOOD 270,105,116,10,21,15,131,8,336,17,74,366,0,1,221,802
KITSAPPEARSON 445,114,96,11,19,24,176,7,433,13,69,418,2,0,210,942
KITSAPPERRY 073,56,55,5,11,8,59,5,193,5,23,166,1,1,111,394
KITSAPPIONEER 152,104,89,7,27,18,151,7,387,23,56,409,0,1,193,883
KITSAPPOINT JEFFERSON 419,95,84,3,13,17,103,8,336,15,25,222,0,0,179,606
KITSAPPOINT NO POINT 416,189,187,8,21,21,155,9,620,26,55,400,1,1,376,1112
KITSAPPORT GAMBLE 450,98,119,3,21,19,111,3,360,16,43,280,0,0,217,702
KITSAPPORT MADISON 340,143,57,0,3,26,42,1,449,10,34,92,0,0,200,586
KITSAPPORT ORCHARD 200,37,62,8,16,8,59,6,178,9,38,187,0,0,99,418
KITSAPPORT ORCHARD 201,65,95,4,8,6,101,5,271,11,36,257,1,0,160,581
KITSAPPORT ORCHARD 202,76,112,8,26,13,118,10,343,21,98,360,0,0,188,832
KITSAPPORT ORCHARD 203,34,45,7,18,11,43,9,198,12,32,186,0,0,79,437
KITSAPPORT ORCHARD 204,91,105,6,17,8,107,2,318,25,50,298,0,2,196,695
KITSAPPORT ORCHARD 205,134,66,12,28,37,165,2,377,3,42,389,0,0,200,813
KITSAPPORT ORCHARD 206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPPORT ORCHARD 207,90,113,10,28,19,114,9,397,16,65,371,2,1,203,861
KITSAPPORT ORCHARD 208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPPORT ORCHARD 209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPPORT ORCHARD 210,48,75,7,15,24,75,2,265,5,79,334,1,2,123,688
KITSAPPORT ORCHARD 215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPPORT ORCHARD 220,69,48,3,24,19,104,5,238,2,34,245,0,0,117,524
KITSAPPOULSBO 401,79,135,9,19,18,129,8,505,19,93,414,0,1,214,1040
KITSAPPOULSBO 403,101,102,7,19,23,84,7,363,12,49,224,0,0,203,655
KITSAPPOULSBO 404,144,94,7,17,28,113,0,472,11,73,284,1,0,238,841
KITSAPPOULSBO 405,185,152,10,21,26,126,10,633,25,51,297,1,2,337,1019
KITSAPPOULSBO 406,158,125,12,4,31,133,2,558,19,74,359,0,0,283,1012
KITSAPPOULSBO 407,104,70,3,16,13,90,1,333,6,27,215,0,1,174,583
KITSAPPOWERLINE 086,0,0,0,0,0,0,0,7,0,0,2,0,0,0,9
KITSAPRAINIER 067,113,105,6,19,11,121,3,349,15,43,341,1,0,218,752
KITSAPREGAL 131,27,20,0,12,0,48,1,121,6,23,141,3,0,47,295
KITSAPRIDGEPOINT 141,78,100,6,22,21,66,2,384,9,75,308,0,0,178,778
KITSAPRIDGETOP 149,63,83,7,22,16,99,6,324,13,63,295,1,0,146,702
KITSAPRIDGEWAY 084,6,22,4,1,7,31,2,66,5,17,85,0,0,28,175
KITSAPROCKY POINT 083,108,120,6,25,21,124,6,412,13,55,339,1,3,228,829
KITSAPROLLING BAY 330,169,133,1,5,23,44,2,639,19,50,112,0,0,302,822
KITSAPS'KLALLAM 418,12,16,0,0,0,0,0,101,6,7,7,1,1,28,123
KITSAPSANDY HOOK 464,106,86,4,7,10,74,3,332,9,34,180,1,0,192,559
KITSAPSANTA FE 148,72,96,11,20,27,89,9,401,14,67,316,0,2,168,809
KITSAPSCANDIA 455,94,94,6,17,13,137,6,357,11,45,381,1,3,188,804
KITSAPSEABECK 155,95,97,14,24,16,213,4,323,22,74,542,1,1,192,967
KITSAPSEABOLD 335,179,118,0,2,20,58,1,613,15,26,133,1,0,297,789
KITSAPSEDGWICK 272,85,80,11,18,16,131,7,320,16,72,396,0,5,165,816
KITSAPSHERMAN HEIGHTS 278,4,3,0,4,0,4,0,15,1,4,12,0,0,7,32
KITSAPSILVERDALE 160,136,83,12,22,16,138,7,369,7,71,350,1,3,219,808
KITSAPSINCLAIR 275,40,50,3,10,4,65,2,167,7,25,168,0,1,90,370
KITSAPSKIFF POINT 328,164,123,3,8,15,33,3,515,12,25,86,1,1,287,643
KITSAPSPINNAKER 146,64,62,7,11,14,75,1,251,12,37,214,1,0,126,516
KITSAPSPRING CREEK 217,52,67,7,20,15,97,2,211,12,31,276,1,2,119,535
KITSAPSTRIEBEL 453,83,146,12,12,12,117,3,433,14,44,286,1,1,229,782
KITSAPSUNNYSLOPE 281,64,61,3,10,7,128,10,205,20,53,343,0,3,125,634
KITSAPSUQUAMISH 460,82,133,5,6,5,59,0,438,25,37,159,0,1,215,660
KITSAPSUTTON 165,70,58,4,19,7,82,3,222,11,38,218,1,1,128,494
KITSAPSYLVAN 066,117,78,11,20,3,85,13,322,12,53,274,0,2,195,676
KITSAPSYMINGTON 151,51,51,3,16,6,78,3,179,5,44,206,0,0,102,437
KITSAPTIBARDIS 139,36,36,6,8,8,66,2,149,9,21,165,1,0,72,347
KITSAPTOLO 333,157,88,2,7,17,39,0,472,12,29,106,1,0,245,620
KITSAPTORVANGER 345,200,165,0,12,27,85,5,733,20,30,158,0,1,365,947
KITSAPTOTTEN 463,116,93,4,8,10,57,0,385,4,26,156,2,0,209,573
KITSAPTRACYTON 170,64,61,0,18,11,76,2,217,11,38,211,0,1,125,480
KITSAPTRIDENT 101,23,56,3,23,10,46,3,169,6,79,231,1,0,79,489
KITSAPTWIN LAKES 285,18,15,3,1,0,50,2,60,1,11,122,0,0,33,196
KITSAPTWIN SPITS 417,174,124,4,12,26,149,0,512,6,31,284,1,1,298,835
KITSAPUELAND 082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITSAPUNIVERSITY POINT 142,72,64,2,13,22,91,2,246,10,46,222,0,1,136,527
KITSAPVENA 173,85,65,9,21,11,92,2,313,8,56,261,2,2,150,644
KITSAPVINLAND 412,105,96,15,35,26,129,3,417,7,70,356,0,1,201,854
KITSAPWATERMAN 295,58,39,3,15,15,75,1,197,9,23,225,0,0,97,455
KITSAPWHISPERING PINES 227,71,89,4,18,7,174,4,290,15,56,467,2,1,160,835
KITSAPWILLOCK 258,59,69,8,17,5,109,8,250,10,56,323,0,1,128,648
KITSAPWILSON CREEK 242,68,69,7,29,13,94,4,271,11,59,286,2,0,137,633
KITSAPWING POINT 305,147,66,4,12,16,47,3,482,3,27,107,1,0,213,623
KITSAPWINSLOW 304,306,213,2,14,30,50,3,984,31,35,164,1,0,519,1218
KITSAPWINSTON 129,40,33,1,5,5,55,2,165,5,32,155,0,0,73,359
KITSAPWOODMERE 127,85,89,3,27,16,117,4,370,14,62,393,0,1,174,844
KITSAPWOODRIDGE 222,38,65,3,13,10,79,6,139,3,38,242,1,0,103,429
KITSAPYUKON 241,56,84,4,17,11,110,1,250,24,28,262,1,1,140,567
KITTITASCLE ELUM 1,27,29,2,4,5,66,2,75,2,16,145,1,2,56,243
KITTITASCLE ELUM 2,23,18,3,4,3,50,2,79,1,15,104,0,1,41,202
KITTITASCLE ELUM 3,18,10,0,2,3,24,1,48,3,5,50,0,0,28,107
KITTITASCLE ELUM 4,23,42,3,5,4,100,4,102,7,19,203,1,1,65,337
KITTITASDAMMAN,54,33,5,4,10,112,0,146,6,20,289,1,0,87,462
KITTITASDENMARK,35,48,8,14,10,185,7,155,11,31,469,0,0,83,673
KITTITASDRY CREEK,34,28,6,16,10,168,5,135,12,21,395,0,1,62,569
KITTITASEAST SANDERS,40,26,7,14,7,120,0,145,9,21,310,1,1,66,487
KITTITASEASTON,38,31,9,13,11,170,1,151,2,22,332,1,0,69,509
KITTITASELLENSBURG 1,10,15,1,2,1,8,0,67,4,7,21,0,1,25,100
KITTITASELLENSBURG 10,25,30,2,3,2,32,2,135,5,12,88,0,1,55,243
KITTITASELLENSBURG 11,22,21,1,5,1,18,0,128,2,6,69,0,0,43,205
