precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,general_total
HAMILTON208 COURTHOUSE 1,101,1,106,2,0,0,4,0,0,0,0,5,0,1,3,0,3,527,1,0,0,0,47,3,0,3,0,0,13,160,0,208,754
HAMILTON209 EASTSIDE 1,265,1,94,1,13,1,39,0,0,0,0,9,0,2,47,0,28,850,0,0,3,0,32,0,0,3,0,4,6,220,0,360,1118
HAMILTON210 RIDGEDALE 1,146,0,100,0,3,0,7,0,0,0,0,3,0,0,7,0,6,560,1,0,0,0,51,0,0,16,0,0,14,142,0,246,784
HAMILTON211 RIDGEDALE 2,57,0,25,0,8,0,28,0,0,0,1,13,0,3,63,1,26,177,1,0,0,0,9,1,0,4,0,1,3,63,0,82,259
HAMILTON212 ALTON PARK 1,398,3,102,3,8,2,7,0,0,0,0,5,0,3,27,1,11,1380,0,0,3,0,47,2,0,13,0,2,9,94,0,503,1550
HAMILTON213 LOOKOUT MOUNTAIN,92,0,56,9,50,1,74,2,0,0,1,124,0,17,271,1,162,376,3,0,1,0,57,0,0,12,0,4,6,750,0,148,1209
HAMILTON214 ALTON PARK 2,13,0,8,0,0,0,2,0,0,0,0,2,0,0,3,0,2,40,0,0,0,0,5,0,0,1,0,0,1,9,0,21,56
HAMILTON215 MOUNTAIN CREEK 3,10,0,12,0,2,0,2,0,0,0,0,3,0,0,6,0,19,57,0,0,0,0,4,0,0,2,0,1,2,50,0,22,116
HAMILTON216 APISON 3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,7
HAMILTON217 COLLEGEDALE 5,0,0,0,0,3,0,4,0,0,0,0,1,0,0,2,0,6,4,0,0,0,0,1,0,0,11,0,0,0,33,0,0,49
HAMILTON218 HARRISON 6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15
HAMILTON219 SODDY DAISY 4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,33,0,1,53
HAMILTON220 COLLEGEDALE 6,1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,18,0,1,21
HANCOCK1ST,15,0,17,3,6,1,42,0,1,0,0,6,0,0,27,0,80,66,0,0,1,0,7,0,0,0,0,1,0,348,0,32,423
HANCOCK2ND,6,0,7,1,8,0,35,0,0,0,0,6,0,0,19,0,78,34,0,0,1,0,3,1,0,0,0,0,0,285,0,13,324
HANCOCK3RD,9,0,8,0,3,0,27,0,0,0,1,4,0,0,23,0,61,48,0,0,2,0,5,0,0,0,0,2,2,265,0,17,324
HANCOCK4TH,9,0,7,3,8,0,22,0,0,0,0,6,0,1,28,0,62,36,0,0,0,0,11,0,0,0,0,0,4,230,0,16,281
HANCOCK5TH,12,0,9,1,6,0,26,0,0,0,0,3,0,0,19,0,45,30,0,0,0,0,3,0,0,0,0,1,1,227,0,21,262
HANCOCK6TH,16,0,6,4,3,0,22,0,0,0,0,3,0,1,14,0,30,54,0,0,0,0,7,0,0,0,0,1,3,148,0,22,213
HANCOCK7TH,13,0,12,2,6,0,34,0,0,0,0,4,0,0,20,0,77,54,0,0,0,0,6,0,0,1,0,0,3,340,0,25,404
HARDEMANBOLIVAR,274,3,24,1,13,0,57,0,0,0,1,7,1,0,35,1,95,701,0,0,4,0,10,2,0,1,0,0,4,426,0,301,1148
HARDEMANDIXIE HILLS,138,0,24,1,6,0,15,1,0,0,1,1,0,0,11,0,61,320,0,0,2,0,2,2,0,0,0,1,1,240,0,162,568
HARDEMANGRAND JUNCTION,226,3,3,0,6,0,29,0,0,0,0,1,0,0,13,0,36,530,0,0,3,0,6,1,0,0,0,1,3,148,0,232,692
HARDEMANHICKORY VALLEY,122,1,14,0,20,0,59,0,0,0,0,7,0,0,20,0,96,297,3,0,1,0,8,0,0,0,0,2,1,420,0,137,732
HARDEMANHORNSBY,14,1,12,2,9,0,29,0,0,0,2,2,0,0,20,0,74,43,0,0,0,0,3,0,0,0,0,0,1,291,0,27,338
HARDEMANLACY,32,0,11,2,16,0,28,2,0,0,0,1,0,1,22,0,70,62,0,0,0,0,4,0,0,0,0,1,1,290,0,43,358
HARDEMANMIDDLETON,57,0,16,5,44,0,104,0,0,0,2,9,0,0,51,0,210,191,5,0,0,0,10,1,0,0,0,4,9,922,0,73,1142
HARDEMANPOCAHONTAS,11,0,5,0,14,0,32,0,0,0,0,0,0,0,12,0,58,19,0,0,0,0,1,1,0,0,0,0,2,214,0,16,237
HARDEMANSAULSBURY,33,1,7,1,4,0,24,0,0,0,1,0,0,0,9,0,71,101,0,0,1,0,4,0,0,0,0,0,0,224,0,41,330
HARDEMANSILERTON,9,2,8,1,17,0,34,0,0,0,2,9,0,0,21,0,68,50,0,0,1,0,6,0,0,1,0,0,1,324,0,19,383
HARDEMANTOONE,80,0,21,0,10,0,55,0,0,0,0,7,0,0,12,1,90,212,0,0,1,0,6,1,0,0,0,0,3,383,0,101,606
HARDEMANWEST BOLIVAR,498,0,70,5,50,2,97,0,0,1,1,12,0,0,73,1,195,1187,0,0,3,0,17,3,0,2,0,3,3,867,0,568,2085
HARDEMANWHITEVILLE,228,0,10,1,7,0,9,0,0,0,1,2,0,0,16,0,46,472,1,0,2,0,7,0,0,0,0,1,1,170,0,238,654
HARDINAIRPORT 1-1,24,0,4,4,10,0,19,0,0,0,0,4,0,0,26,0,65,57,0,0,0,0,7,3,0,0,0,2,3,300,0,28,372
HARDINCERRO GORDO 6-1,29,0,11,0,13,0,25,0,0,0,0,3,0,0,28,0,92,71,0,0,1,0,1,1,0,0,0,0,5,356,0,40,435
HARDINCOUNCE 3-1,49,2,19,4,32,0,45,0,0,0,1,20,0,0,57,0,257,144,0,0,0,0,10,1,0,0,0,3,12,714,0,70,884
HARDINCRUMP 4-2,23,1,14,5,22,0,54,0,0,0,2,11,0,0,49,1,205,100,0,0,1,0,11,1,0,0,0,4,6,704,0,38,827
HARDINFAIRGROUND 10-1,51,0,23,2,29,1,60,0,0,0,2,12,0,0,51,0,157,185,0,0,3,0,12,2,0,0,0,8,7,648,0,74,865
HARDINLIBRARY 9-1,45,2,23,1,18,0,43,0,0,0,1,3,0,0,34,1,114,112,0,0,1,0,14,0,0,0,0,5,8,514,0,70,654
HARDINMORRIS CHAPEL 5-2,27,1,15,0,20,0,42,0,0,0,2,13,0,0,24,0,159,83,0,0,2,0,14,3,0,0,0,5,9,510,0,43,626
HARDINNIXON 2-1,30,0,12,6,18,0,36,0,0,0,2,5,0,0,39,0,147,71,0,0,0,0,6,4,0,0,0,1,6,536,0,42,624
HARDINNORTH 8-1,111,0,39,9,39,0,85,1,0,0,2,42,0,0,113,0,235,293,0,0,0,0,18,1,0,0,0,3,8,1004,0,150,1327
HARDINOLIVE HILL 6-3,11,0,3,1,5,0,17,0,0,0,1,3,0,0,17,0,41,24,0,0,0,0,1,0,0,0,0,3,4,207,0,14,239
HARDINOLIVET 1-2,26,0,10,0,15,1,37,0,0,0,0,6,0,0,33,1,101,72,0,0,0,0,4,1,0,0,0,5,3,422,0,36,507
HARDINRHODES 6-2,22,0,9,0,16,0,28,0,0,0,1,4,0,0,28,0,73,38,0,0,0,0,5,2,0,0,0,0,1,355,0,31,401
HARDINSALTILLO 5-1,39,0,7,3,6,0,33,0,0,0,0,3,0,0,14,0,76,86,0,0,3,0,5,1,0,0,0,2,5,277,0,46,379
HARDINSHILOH 4-1,18,0,6,0,0,0,7,0,0,0,0,1,0,0,4,0,28,51,0,0,1,0,4,0,0,0,0,0,3,96,0,24,155
HARDINSOUTHSIDE 3-2,25,0,7,2,7,0,20,1,0,0,1,9,0,0,12,0,94,60,0,0,2,0,8,0,0,0,0,3,2,310,0,32,385
HARDINWALKERS 2-2,13,1,10,0,10,0,22,1,0,0,1,5,0,0,13,0,90,53,0,0,0,0,3,0,0,0,0,1,5,319,0,24,381
HARDINWALNUT GROVE 7-2,20,0,12,3,15,0,31,0,0,0,0,13,0,0,27,1,84,58,0,0,1,0,6,1,0,0,0,3,7,392,0,32,468
HARDINWHITES 7-1,28,0,5,3,8,0,25,0,0,0,0,4,0,1,28,0,76,64,0,0,0,0,5,1,0,0,0,0,2,348,0,33,420
HAWKINS1 ALLANDALE INSIDE,60,1,37,3,31,0,83,0,0,0,1,30,0,1,127,0,163,291,0,0,1,0,43,1,0,3,0,2,7,761,0,98,1109
HAWKINS1 ALLANDALE OUTSIDE,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,33,0,1,42
HAWKINS1 MOUNT CARMEL,81,3,54,14,77,0,242,0,0,0,5,24,0,1,130,1,413,384,1,0,6,3,58,2,0,3,0,11,13,1875,0,138,2356
HAWKINS2 CHURCH HILL INSIDE,138,4,90,16,64,1,263,1,1,0,11,56,0,2,196,1,543,575,2,0,4,0,55,0,0,1,0,10,12,2261,0,232,2920
HAWKINS2 CHURCH HILL OUTSID,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,14,11,0,0,0,0,2,0,0,0,0,0,0,41,0,5,54
HAWKINS2 MCPHEETER'S BEND,48,0,14,2,19,0,66,0,0,0,2,7,0,2,33,0,134,116,0,0,1,0,8,0,0,1,0,2,2,515,0,62,645
HAWKINS3 CARTER'S VALLEY,59,0,36,5,40,0,151,2,0,0,6,19,0,0,107,0,307,237,0,0,2,0,23,0,0,4,0,5,11,1352,0,95,1634
HAWKINS3 WALLACE,46,0,23,7,12,0,78,0,0,0,0,6,0,0,34,0,172,134,1,0,0,0,14,0,0,0,0,0,3,638,0,69,790
HAWKINS3 WATTERSON,15,0,16,4,5,1,36,1,0,1,3,10,0,0,22,0,111,54,0,0,0,0,3,1,0,0,0,1,2,311,0,31,372
HAWKINS4 DYKES,17,0,16,3,7,0,24,0,0,0,1,6,0,0,14,0,51,56,0,0,0,0,6,0,0,0,0,0,0,216,0,33,278
HAWKINS4 KEPLAR,26,0,7,0,10,0,35,0,0,0,1,3,0,2,22,0,70,55,0,0,0,0,6,0,0,0,0,2,0,262,0,33,325
HAWKINS4 ROGERSVILLE NO OUT,15,0,17,4,18,0,81,1,0,0,1,13,0,2,43,1,178,81,1,0,3,0,17,0,0,3,0,2,0,517,0,32,624
HAWKINS4 SURGOINSVILLE IN,43,2,38,4,26,0,95,1,0,0,3,12,0,0,60,0,164,139,0,0,1,0,10,1,0,5,0,4,5,653,0,83,818
HAWKINS4 SURGOINSVILLE OUT,42,0,14,4,22,1,68,1,0,0,2,18,0,0,49,0,192,142,0,0,2,0,11,0,0,0,0,2,6,673,0,56,836
HAWKINS4 UPPER BEECH,12,0,3,2,4,0,7,0,0,0,0,2,0,0,9,0,33,18,0,0,0,0,3,0,0,0,0,0,0,115,0,15,136
HAWKINS5 ROGERSVILLE NO IN,33,1,10,8,25,1,52,0,0,0,3,14,0,3,67,1,113,110,0,0,1,0,15,0,0,1,0,1,2,430,0,44,560
HAWKINS5 ROGERSVILLE SO IN,30,0,23,12,27,0,87,2,0,0,8,26,0,0,90,0,183,145,0,0,4,0,8,2,0,0,0,0,3,671,0,53,833
HAWKINS5 ROGERSVILLE SO OUT,53,1,30,6,42,2,102,1,0,0,5,25,0,2,98,0,280,180,0,0,1,0,23,0,0,1,0,0,3,954,0,84,1162
HAWKINS6 ALUM WELL,13,0,11,4,14,1,53,0,1,0,8,8,0,0,30,0,157,60,0,0,0,0,7,1,0,0,0,0,0,450,0,24,518
HAWKINS6 CHOPTACK,25,1,19,11,17,1,89,1,0,0,0,15,0,0,69,1,235,116,0,0,1,0,16,1,0,0,0,2,3,705,0,45,844
HAWKINS6 CLINCH,10,0,21,0,8,1,19,0,0,0,1,4,0,0,17,1,62,44,0,0,1,0,6,0,0,0,0,0,3,210,0,31,264
HAWKINS6 MOORESBURG,38,2,26,5,24,1,133,1,0,1,4,15,0,0,65,0,201,161,0,0,0,0,17,0,0,2,0,4,3,807,0,66,994
HAWKINS7 BULLS GAP INSIDE,15,1,9,1,10,0,17,0,0,0,1,3,0,2,30,0,53,45,0,0,0,0,4,2,0,0,0,0,1,186,0,25,238
HAWKINS7 BULLS GAP OUTSIDE,12,0,13,3,13,0,63,0,0,0,1,7,0,0,23,0,101,58,0,0,0,0,11,1,0,0,0,0,3,409,0,25,482
HAWKINS7 ST. CLAIR,37,2,28,8,29,0,103,0,0,0,8,13,0,1,63,0,256,129,0,0,1,0,12,0,0,1,0,1,5,804,0,67,953
HAWKINS7 STRAHL/CHEROKEE,33,0,33,7,28,1,103,0,0,0,2,23,0,0,60,0,242,158,2,0,2,0,19,0,0,1,0,3,3,799,0,66,987
HENDERSON1-1 BARGERTON,40,0,12,0,30,0,84,0,0,0,1,14,0,0,36,1,121,143,0,0,1,0,14,0,0,2,0,3,6,584,0,52,753
HENDERSON1-2 BEAVER,44,0,14,3,23,1,70,1,0,0,1,5,0,0,29,0,112,178,0,0,0,0,8,0,0,1,0,1,2,458,0,58,648
HENDERSON2-14 SOUTH HAVEN,12,0,9,2,12,0,34,0,0,0,1,2,0,0,22,1,70,47,0,0,0,0,8,0,0,0,0,3,2,264,0,21,324
HENDERSON2-15 WESTOVER,44,0,25,3,65,1,121,1,0,0,6,14,1,0,52,0,198,143,0,0,0,0,28,1,0,1,0,4,8,1049,0,69,1234
HENDERSON3-10 FIRE STA #10,36,0,8,3,14,0,34,0,1,0,1,3,0,0,12,0,88,136,0,0,0,0,7,0,0,0,0,2,0,352,0,44,497
HENDERSON3-3 FIRE STATION #4,20,0,9,5,22,1,67,0,0,1,0,15,0,0,43,0,156,103,0,0,1,0,12,1,0,3,0,2,2,600,0,29,724
HENDERSON3-4 CHRISTIAN CHAPEL,2,0,2,0,4,0,16,0,0,0,0,3,0,0,7,0,25,9,0,0,0,0,1,0,0,0,0,0,0,91,0,4,101
HENDERSON3-7 DARDEN,2,0,2,1,6,0,42,0,0,0,2,2,0,1,19,0,61,16,0,0,1,0,4,0,0,0,0,1,0,238,0,4,260
HENDERSON4-6 CIVIC CENTER,85,0,31,9,44,0,113,0,1,0,1,19,0,3,81,0,198,342,0,0,6,0,29,2,0,3,0,3,7,965,0,116,1357
HENDERSON5-5 TN TECH CENTER,62,0,26,5,35,0,76,0,0,0,0,12,0,0,67,0,208,248,1,0,1,0,18,0,0,3,0,1,5,947,0,88,1224
HENDERSON6-8 BROAD STREET,72,0,35,12,64,0,163,2,0,0,1,39,0,0,131,1,299,308,0,0,2,0,30,2,0,5,0,3,6,1318,0,107,1674
HENDERSON7-11 REAGAN,4,0,7,4,12,0,39,0,0,1,1,1,0,2,14,0,115,45,0,0,0,0,1,2,0,0,0,1,1,421,0,11,471
HENDERSON7-12 SARDIS,5,0,1,1,16,0,45,1,1,0,0,7,0,0,24,0,91,19,0,0,0,0,8,1,0,0,0,3,0,380,0,6,411
HENDERSON7-13 SCOTTS HILL,11,0,5,1,10,0,37,0,0,0,0,1,0,0,26,1,58,48,0,0,1,0,3,0,0,0,0,0,0,318,0,16,370
HENDERSON7-9 MIDDLEBURG,5,0,5,0,6,0,24,0,0,0,0,4,0,0,8,0,36,15,0,0,0,0,1,0,0,0,0,0,0,153,0,10,169
HENRY1-1 PURYEAR,78,2,42,2,42,5,108,3,0,1,2,20,1,2,74,0,256,220,1,0,1,0,20,0,0,2,0,2,5,830,0,122,1081
HENRY1-2 COTTAGE GROVE,52,0,30,14,29,1,99,2,0,0,4,18,0,0,56,0,198,169,0,0,3,0,27,0,0,2,0,3,2,716,0,82,922
HENRY1-3 BUCHANAN,28,1,14,1,21,0,50,1,0,0,0,14,0,0,28,0,119,69,0,0,0,0,7,0,0,1,0,0,1,442,0,43,520
HENRY2-1 HENRY,69,0,23,11,31,0,138,0,0,0,3,20,1,1,51,0,260,231,0,0,0,0,19,1,0,0,0,1,6,944,0,92,1202
HENRY2-2 MANSFIELD,52,1,27,3,21,3,69,0,0,0,1,12,1,0,36,0,137,167,0,0,0,0,6,2,0,0,0,2,0,535,0,80,712
HENRY2-3 OAKLAND,30,0,38,1,22,0,82,0,1,0,4,14,0,1,23,0,166,114,0,0,1,0,12,0,0,0,0,2,6,606,0,68,741
HENRY3-1 RUSSWOOD,80,0,49,2,31,0,115,1,0,0,3,15,0,4,60,0,346,260,0,0,0,0,15,1,0,1,0,0,7,1049,0,129,1333
HENRY3-2 SPRINGVILLE,23,0,6,2,6,0,34,1,0,0,0,6,1,1,24,0,100,69,0,0,1,0,3,1,0,0,0,1,3,330,0,29,408
HENRY3-3 JONES CHAPEL,79,2,41,4,66,1,194,0,1,0,2,34,0,3,136,0,323,274,0,0,2,0,28,0,0,1,0,6,9,1229,0,122,1549
HENRY4-1 GROVE,126,0,32,3,12,1,40,0,0,0,1,17,0,0,32,0,112,358,0,0,3,0,16,1,0,0,0,1,6,408,0,158,793
HENRY4-2 CITY HALL,128,0,30,4,10,0,54,0,0,0,3,12,0,0,25,0,138,438,0,0,1,0,22,2,0,0,0,2,2,501,0,158,968
HENRY5-1 HENRY CO HIGH,91,1,46,10,40,4,129,0,1,0,3,40,0,1,121,1,272,291,0,0,4,0,24,2,0,0,0,4,5,1006,0,138,1336
HENRY5-2 TN TECH CENTER,121,0,56,13,39,4,110,2,0,0,1,36,0,0,85,0,245,403,1,0,2,0,24,5,0,6,0,3,8,912,0,177,1364
HICKMAN1-1 NUNNELLY,18,1,21,1,7,0,35,0,0,0,0,9,0,0,12,0,50,73,0,0,1,0,5,0,0,0,0,0,3,225,0,40,307
HICKMAN1-2 PINEWOOD,23,0,14,1,14,0,45,0,0,0,0,4,0,1,18,1,83,92,0,0,2,0,12,2,0,2,0,0,3,352,0,37,465
HICKMAN2-2 FAIRFIELD,13,0,10,1,7,0,26,0,0,0,0,2,0,0,13,0,48,51,0,0,1,0,2,0,0,4,0,0,0,191,0,23,249
HICKMAN2-3 EAST BANK,89,1,32,1,24,1,57,0,0,0,1,6,0,0,20,0,157,250,0,0,1,0,12,2,0,0,0,3,2,616,0,122,886
HICKMAN3-1 EAST CC,61,1,43,2,19,0,105,0,0,1,1,10,0,1,27,1,134,219,0,0,3,0,19,3,0,1,0,2,3,655,0,105,905
HICKMAN4-1 LAKE BENSON,57,2,54,4,22,1,135,0,0,0,2,3,0,0,54,0,202,204,0,0,5,0,30,2,0,3,0,2,6,832,0,113,1084
HICKMAN5-1 MT. PLEASANT,25,0,19,3,16,0,58,0,0,0,0,4,0,0,7,0,59,101,0,0,0,0,7,1,0,0,0,0,0,324,0,44,433
HICKMAN5-2 MIDDLE SCHOOL,21,1,7,3,14,1,50,0,0,1,0,2,0,0,14,0,62,58,0,0,2,0,17,0,0,0,0,0,0,271,0,29,348
HICKMAN5-3 SHADY GROVE,26,0,22,2,13,0,36,0,0,0,0,3,0,1,23,0,68,91,0,0,2,0,19,1,0,0,0,0,2,277,0,48,392
HICKMAN6-1 JUSTICE CENTER,135,5,56,3,33,0,100,0,0,1,3,12,0,0,78,1,228,401,3,0,1,0,25,3,0,8,0,4,10,901,0,196,1356
HICKMAN7-1 NUNNELLY,13,0,4,1,4,0,22,1,0,0,1,4,0,0,22,0,42,66,0,0,0,0,2,1,0,0,0,0,1,221,0,17,291
HICKMAN7-2 PLEASANTVILLE,15,0,7,0,7,0,43,0,0,0,0,0,0,0,14,0,33,36,1,0,0,0,5,1,0,0,0,1,1,174,0,22,219
HICKMAN7-3 BRUSHY,31,2,27,1,19,1,83,0,0,0,0,7,0,0,17,0,114,137,8,0,2,0,5,1,0,3,0,2,6,470,0,60,634
HICKMAN7-4 COBLE,16,0,7,0,11,0,41,1,0,0,1,3,0,0,12,0,46,45,6,0,0,0,1,2,0,1,0,1,2,186,0,23,244
HOUSTONARLINGTON,34,1,17,1,12,0,35,0,0,0,0,5,0,0,29,0,81,133,0,0,1,0,19,0,0,0,0,2,1,314,0,52,470
HOUSTONERIN,49,1,25,0,11,0,17,0,0,0,0,2,0,0,20,0,58,133,0,0,3,0,14,2,0,0,0,1,1,267,0,75,421
HOUSTONERIN ELEMENTARY,44,2,20,1,6,0,39,0,0,0,0,2,0,0,21,0,67,110,0,0,3,0,14,1,0,0,0,0,1,306,0,66,435
HOUSTONGRIFFINS CHAPEL,62,2,20,1,15,0,33,2,0,0,0,5,1,0,21,0,72,130,0,0,1,0,5,0,0,0,0,1,2,331,0,84,470
HOUSTONHOUSTON CO MIDDLE,44,2,21,0,13,0,30,0,0,0,0,4,0,0,20,1,75,132,0,0,1,0,10,1,0,0,0,0,2,318,0,67,464
HOUSTONSTEWART,49,2,24,2,7,2,35,0,0,0,0,3,0,1,24,0,100,112,0,0,0,0,11,0,0,0,0,3,4,334,0,75,464
HOUSTONTENNESSEE RIDGE,38,0,14,1,3,0,42,1,0,0,0,5,0,0,24,0,70,116,0,0,0,0,15,0,0,0,0,0,1,312,0,52,444
HUMPHREYS1-1 JERA,32,0,11,1,1,0,15,1,0,0,0,0,0,0,12,0,48,64,0,0,1,0,6,0,0,0,0,2,0,171,0,43,244
HUMPHREYS1-2 COMPASSION CHURCH,82,0,36,4,27,1,56,0,1,0,0,1,0,0,41,0,163,198,3,0,5,0,13,2,0,1,0,0,4,615,0,118,841
HUMPHREYS2-3 WFCN,120,2,61,6,23,0,68,0,1,0,0,11,0,0,76,0,156,314,0,0,2,0,18,0,0,0,0,2,4,684,0,183,1024
HUMPHREYS3-4 MLEC,118,1,40,4,23,0,61,0,0,0,1,6,0,0,32,2,106,341,0,0,3,0,26,4,0,2,0,3,2,492,0,159,873
HUMPHREYS5-6 WILDWOOD,97,1,46,2,15,0,67,0,0,0,1,5,0,0,40,0,176,278,0,0,2,0,22,2,0,0,0,2,4,652,0,144,962
HUMPHREYS6-7 SOUTH MCEWEN,113,1,35,4,24,0,87,1,0,0,0,7,0,1,34,0,169,242,0,0,0,0,29,1,0,1,0,4,8,684,0,149,969
HUMPHREYS7-8 NORTH MCEWEN,74,0,61,3,23,0,97,0,1,1,1,16,0,2,38,1,228,237,0,0,1,0,27,2,0,2,0,3,4,859,0,135,1135
JEFFERSON1 DANDRIDGE ES,88,1,67,23,71,1,217,5,1,0,8,48,0,0,213,1,513,416,2,0,5,0,53,2,0,10,0,5,7,1703,0,156,2203
JEFFERSON10 JEFF CITY FIRE DP,67,2,60,19,42,1,92,0,1,0,0,30,0,0,103,0,223,336,0,0,3,0,52,0,0,7,0,5,10,816,0,129,1229
JEFFERSON2 PIEDMONT,59,1,56,6,83,0,217,1,0,1,3,43,0,1,158,1,411,291,0,0,2,0,44,4,0,4,0,5,12,1625,0,116,1987
JEFFERSON4 JEFFERSON ES,92,0,94,25,68,1,169,1,2,0,3,50,0,1,191,0,277,456,1,0,2,0,57,3,0,8,0,11,19,1217,0,186,1774
JEFFERSON5 JEFFERSON MIDDLE,78,1,46,20,70,3,204,0,1,1,6,43,0,6,199,0,426,373,1,0,1,0,52,5,0,6,0,7,14,1520,0,125,1979
JEFFERSON6 RUSH STRONG,71,2,64,9,56,0,175,4,0,0,2,30,0,1,99,1,299,288,1,0,4,0,42,1,0,2,0,8,11,1203,0,137,1560
JEFFERSON7 NEW MARKET,57,3,47,16,60,0,200,1,0,0,5,33,0,3,133,2,403,315,0,0,5,0,55,2,0,4,0,9,9,1417,0,107,1816
JEFFERSON8-1 CHESTNUT HILL,59,1,35,5,29,2,111,0,0,0,1,25,0,1,83,0,288,254,2,0,1,1,24,1,0,0,0,1,6,924,0,95,1214
JEFFERSON8-2 SWANNSYLVANIA,35,0,22,5,27,1,101,0,2,0,0,16,0,1,60,0,214,146,0,0,2,0,18,2,0,0,0,1,3,727,0,57,899
JOHNSON1A LAUREL,27,0,25,5,18,0,70,0,0,0,1,13,0,1,49,1,134,107,0,0,1,0,14,0,0,1,0,1,6,576,0,52,706
JOHNSON1B COLD SPRINGS,27,1,19,2,15,0,90,0,0,0,0,8,1,0,54,1,133,109,0,0,2,0,9,1,0,0,0,1,2,579,0,47,703
JOHNSON2 FORGE/SHOUNS,12,1,14,0,13,0,45,0,0,0,1,14,0,0,36,0,105,77,0,0,1,0,7,1,0,2,0,1,3,398,0,27,490
JOHNSON3A TRADE,15,0,16,0,9,1,56,0,0,0,0,6,0,0,26,0,84,79,0,0,1,0,7,1,0,0,0,1,3,373,0,31,465
JOHNSON3B NEVA,33,0,29,3,23,2,95,0,0,0,1,16,1,0,56,0,153,125,1,0,1,0,7,0,0,0,0,1,8,682,0,62,825
JOHNSON4A DRY RUN,16,0,22,3,8,0,64,0,0,0,1,7,0,0,29,0,122,73,2,0,1,0,8,1,0,0,0,2,4,451,0,38,542
JOHNSON4B BUTLER,11,1,12,2,19,0,66,0,2,0,3,12,1,0,27,0,110,51,0,0,0,0,10,1,0,0,0,0,4,447,0,24,513
JOHNSON5 DOE,24,1,33,3,12,1,104,1,0,0,2,11,0,0,52,0,137,124,0,0,3,0,12,1,0,0,0,1,2,693,0,58,836
JOHNSON6 SHADY,27,1,24,2,30,1,75,0,1,0,2,2,0,2,28,0,148,84,0,0,0,0,5,0,0,0,0,1,3,515,0,52,608
KNOX06 GREEN SCHOOL,147,0,196,4,8,0,23,0,0,0,0,53,1,1,87,1,49,870,0,0,0,0,79,0,0,14,0,3,20,328,0,343,1314
KNOX09 ETERNAL LIFE HARVEST,73,0,53,0,2,0,3,0,0,1,0,1,0,0,13,0,10,349,0,0,0,0,16,1,0,0,0,2,10,57,0,126,435
KNOX10N FORT SANDERS,56,0,256,4,9,0,8,1,0,0,0,5,0,4,56,0,13,635,0,0,3,0,81,0,0,9,0,1,26,254,0,312,1009
KNOX10S HOWARD BAKER CENTER,29,0,161,1,5,0,17,0,0,0,0,6,0,0,72,0,22,396,0,0,0,0,45,0,0,2,0,2,13,195,0,190,653
KNOX10W HOWARD BAKER CENTER,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,17,0,0,0,0,6,0,0,0,0,0,0,46,0,2,69
KNOX11 CENTRAL UMC,175,3,392,11,8,1,28,0,0,1,2,32,0,1,73,1,68,874,1,0,4,0,46,3,0,2,0,8,54,247,0,570,1239
KNOX12 EASTPORT,334,2,63,1,5,0,8,1,0,1,1,2,0,0,3,0,11,1089,0,0,3,0,10,1,0,0,0,5,8,78,0,399,1194
KNOX13 FAIR GARDEN,340,0,93,2,16,0,24,0,0,0,1,4,0,0,16,0,30,1076,0,0,11,0,25,6,0,4,0,6,7,178,0,433,1313
KNOX14 AUSTIN-EAST,143,2,37,0,2,0,3,0,0,0,0,1,0,0,2,0,4,463,0,0,1,0,4,0,0,0,0,2,8,31,0,182,509
KNOX15 JOHN T. O'CONNOR,161,1,193,2,14,0,18,0,0,0,0,2,0,0,30,0,30,673,0,0,2,0,34,1,0,2,0,5,25,132,0,355,874
KNOX16 LARRY COX SR CENTER,335,1,444,15,59,2,148,0,1,0,3,38,0,5,146,1,280,1484,5,0,9,0,126,4,0,20,0,8,68,1069,0,780,2793
